PREFERENCE,PROPERTY_TYPE,BEDROOM_NUM,BATHROOM_NUM,BALCONY_NUM,PRICE_PER_UNIT_AREA,FURNISH,AGE,FLOOR_NUM,TOTAL_FLOOR,SUPERBUILTUP_SQFT,PRICE,LOCALITY_WO_CITY,stories
S,Independent/Builder Floor,4.0,4.0,2.0,10357.0,Semi-furnished,Under Construction,0.0,4.0,2800.0,2.9,Sector 52,single
R,Residential Apartment,2.0,2.0,3.0,19000.0,Unfurnished,0-1,6.0,20.0,915.0,1.7385,Sector 102,single
S,Residential Apartment,3.0,2.0,4.0,3961.0,Unfurnished,1-5,5.0,15.0,1565.0,0.62,Sector 92,single
S,Residential Apartment,3.0,3.0,3.0,3841.0,Unfurnished,1-5,7.0,15.0,1770.0,0.68,Sector 92,single
S,Residential Apartment,4.0,4.0,4.0,19062.0,Semi-furnished,1-5,2.0,16.0,2606.0,3.05,Sector 82A,single
S,Independent House/Villa,3.0,3.0,2.0,8800.0,Semi-furnished,1-5,4.0,4.0,1250.0,1.1,Sector 56,multi
S,Independent/Builder Floor,4.0,5.0,3.0,10000.0,Semi-furnished,0-1,2.0,4.0,2400.0,2.4,Sector 57,single
S,Independent/Builder Floor,4.0,4.0,2.0,6296.2962962962965,Semi-furnished,0-1,1.0,3.0,2700.0,1.7,Sector 67A,single
S,Residential Apartment,3.0,3.0,3.0,15227.0,Semi-furnished,1-5,6.0,18.0,2200.0,3.35,Sector 66,single
S,Residential Apartment,2.0,2.0,4.0,6222.0,Semi-furnished,1-5,3.0,14.0,1366.0,0.85,Sector 107,single
S,Independent/Builder Floor,4.0,4.0,2.0,14912.0,Semi-furnished,0-1,3.0,4.0,2850.0,4.25,Sector 54,single
S,Independent/Builder Floor,4.0,4.0,2.0,18214.0,Semi-furnished,0-1,4.0,4.0,2800.0,5.1,Sector 54,single
S,Independent/Builder Floor,4.0,4.0,2.0,17857.0,Semi-furnished,0-1,1.0,4.0,3500.0,6.25,Sector 54,single
S,Residential Apartment,4.0,4.0,4.0,15714.0,Semi-furnished,0-1,1.0,2.0,2000.0,2.75,Sector 65,single
S,Residential Apartment,4.0,4.0,4.0,15468.0,Semi-furnished,1-5,23.0,30.0,3297.0,5.1,Sector 67,single
S,Independent/Builder Floor,4.0,4.0,3.0,12919.896640826872,Semi-furnished,0-1,4.0,4.0,2322.0,3.0,Sector 50,single
S,Independent/Builder Floor,4.0,4.0,3.0,11627.906976744183,Semi-furnished,0-1,1.0,4.0,2322.0,2.7,Sector 49,single
S,Residential Apartment,3.0,4.0,3.0,5600.0,Unfurnished,1-5,7.0,13.0,1875.0,1.05,Sector 90,single
S,Independent/Builder Floor,3.0,3.0,2.0,13000.0,Semi-furnished,0-1,2.0,4.0,2000.0,2.6,Sector 46,single
S,Independent/Builder Floor,3.0,3.0,2.0,12187.0,Semi-furnished,0-1,1.0,4.0,1600.0,1.95,South City 1,single
S,Independent/Builder Floor,4.0,4.0,2.0,7634.827810266407,Semi-furnished,1-5,2.0,4.0,3078.0,2.35,Sector 22,single
S,Independent/Builder Floor,4.0,5.0,2.0,6602.564102564103,Semi-furnished,1-5,2.0,4.0,4680.0,3.09,Palam Vihar,single
S,Independent/Builder Floor,4.0,3.0,2.0,10905.349794238684,Semi-furnished,1-5,1.0,4.0,2430.0,2.65,Palam Vihar,single
S,Independent/Builder Floor,4.0,5.0,2.0,6581.196581196581,Semi-furnished,1-5,3.0,4.0,4680.0,3.08,Palam Vihar,single
S,Independent/Builder Floor,4.0,5.0,2.0,7674.418604651164,Semi-furnished,1-5,3.0,4.0,3870.0,2.97,Palam Vihar,single
S,Residential Apartment,3.0,3.0,4.0,10583.0,Semi-furnished,0-1,4.0,26.0,1852.0,1.96,Sector 102,single
S,Residential Apartment,4.0,5.0,4.0,22631.0,Semi-furnished,1-5,25.0,40.0,2905.0,4.3,Sector 72,single
S,Residential Apartment,2.0,2.0,4.0,10087.0,Semi-furnished,0-1,10.0,26.0,1368.0,1.38,Sector 102,single
S,Residential Apartment,3.0,4.0,4.0,10000.0,Semi-furnished,1-5,21.0,29.0,2450.0,2.45,Sector 104,single
R,Residential Apartment,3.0,4.0,3.0,31000.0,Semi-furnished,1-5,14.0,24.0,1889.0,5.8559,Sector 102,single
S,Residential Apartment,4.0,5.0,4.0,9224.0,Semi-furnished,1-5,10.0,24.0,3198.0,2.95,Sector 102,single
R,Residential Apartment,2.0,2.0,3.0,23000.0,Semi-furnished,0-1,2.0,18.0,1215.0,2.7945,Sector 102,single
S,Residential Apartment,3.0,4.0,3.0,25416.0,Semi-furnished,5-10,6.0,30.0,2282.0,5.8,Sector 54,single
