,LATITUDE,LONGITUDE
2424, '28.402309427353', '77.036047802092'
2425, '28.4126227', '77.0089452'
2426, '28.382146', '77.055471'
2427, '28.4069773', '77.024781'
2428, '28.4069773', '77.024781'
2429, '28.509518516781', '76.988676053722'
2430, '28.423649', '77.07922'
2431, '28.455618', '77.083076'
2432, '28.483961', '77.013514'
2433, '28.422312', '77.08939'
2434, '28.427269', '77.1113'
2435, '28.4754909', '77.1032095'
2436, '28.428741', '77.08745'
2437, '28.428747', '77.08748'
2438, '28.4572434', '77.0782527'
2439, '28.4234414', '77.0765927'
2440, '28.423254', '77.088264'
2441, '28.423254', '77.088264'
2442, '28.47805', '77.074159'
2443, '28.42868', '77.10691'
2444, '28.42049', '77.06328'
2445, '28.412919', '77.069362'
2446, '28.39181', '76.949669'
2447, '28.3889069', '76.9513279'
2448, '28.39181', '76.949669'
2449, '28.409748', '76.953903'
2450, '28.3889069', '76.9513279'
2451, '28.3889069', '76.9513279'
2452, '28.4783169', '77.0782081'
2453, '28.4126227', '77.0089452'
2454, '28.4126227', '77.0089452'
2455, '28.407289', '77.069686'
2456, '28.407289', '77.069686'
2457, '28.407289', '77.069686'
2458, '28.4056704', '77.070837'
2459, '28.407289', '77.069686'
2460, '28.407289', '77.069686'
2461, '28.42049', '77.06328'
2462, '28.40356', '77.085012'
2463, '28.4754909', '77.1032095'
2464, '28.4572434', '77.0782527'
2465, '28.4889627', '77.0866646'
2466, '28.454279', '77.085314'
2467, '28.249352', '77.067276'
2468, '28.2700476', '77.0589727'
2470, '28.4532404', '77.0881034'
2471, '28.495485', '76.988401'
2472, '28.47844', '76.98611'
2473, '28.4532404', '77.0881034'
2474, '28.4373379', '76.9440586'
2475, '28.418353', '77.053084'
2476, '28.433339', '77.105472'
2477, '28.4251808', '77.1096829'
2478, '28.4256506', '77.099613'
2479, '28.286932', '77.069609'
2480, '28.478103', '77.080502'
2481, '28.474861', '76.976292'
2482, '28.501365', '77.010746'
2483, '28.4014659', '77.0531172'
2484, '28.4015851', '77.0497516'
2485, '28.40054', '77.051713'
2486, '28.407289', '77.069686'
2487, '28.510599', '76.98856'
2488, '28.483961', '77.013514'
2489, '28.382146', '77.055471'
2490, '28.401406', '77.050549'
2491, '28.401406', '77.050549'
2492, '28.407289', '77.069686'
2493, '28.407289', '77.069686'
2494, '28.4234414', '77.0765927'
2495, '28.393738', '76.9916675'
2496, '28.4234414', '77.0765927'
2497, '28.4056704', '77.070837'
2498, '28.39098', '77.08761'
2499, '28.516331087497', '76.995685046165'
2500, '28.47805', '77.074159'
2501, '28.407289', '77.069686'
2502, '28.4320243', '76.9859591'
2503, '28.412173', '77.0361'
2504, '28.395494', '76.9756004'
2505, '28.4217946', '77.0556226'
2506, '28.405628', '76.926043'
2507, '28.4439713', '77.1111214'
2508, '28.4234414', '77.0765927'
2509, '28.28652', '77.065685'
2510, '28.407289', '77.069686'
2511, '28.39988', '77.09654'
2512, '28.39988', '77.09654'
2513, '28.401406', '77.050549'
2514, '28.249352', '77.067276'
2515, '28.407289', '77.069686'
2516, '28.405571', '77.068958'
2517, '28.418585', '77.064137'
2518, '28.39988', '77.09654'
2519, '28.399273', '77.070425'
2520, '28.407289', '77.069686'
2521, '28.4439713', '77.1111214'
2522, '28.288317', '77.066043'
2523, '28.416011', '77.036121'
2524, '28.385039', '77.022483'
2525, '28.5129305', '77.037736'
2526, '28.4754909', '77.1032095'
2527, '28.4754909', '77.1032095'
2528, '28.4754909', '77.1032095'
2529, '28.4754909', '77.1032095'
2530, '28.4754909', '77.1032095'
2531, '28.4754909', '77.1032095'
2532, '28.4754909', '77.1032095'
2533, '28.4754909', '77.1032095'
2534, '28.4754909', '77.1032095'
2535, '28.479767', '77.096122'
2536, '28.479767', '77.096122'
2537, '28.479767', '77.096122'
2538, '28.479767', '77.096122'
2539, '28.479767', '77.096122'
2540, '28.44673', '77.09355'
2541, '28.4832098', '77.0882363'
2542, '28.4889627', '77.0866646'
2543, '28.4067756', '77.0823482'
2544, '28.4754909', '77.1032095'
2545, '28.467772', '77.09758'
2546, '28.516331087497', '76.995685046165'
2547, '28.4723252', '76.9650086'
2548, '28.407789', '76.915274'
2549, '28.395494', '76.9756004'
2550, '28.420457', '77.038483'
2551, '28.420457', '77.038483'
2552, '28.403814', '77.066332'
2553, '28.420457', '77.038483'
2554, '28.412173', '77.0361'
2555, '28.39685', '76.9485'
2556, '28.4516278', '76.9544039'
2557, '28.484795', '76.999036'
2558, '28.508126', '77.017603'
2559, '28.5033', '76.99743'
2560, '28.50279', '76.964006'
2561, '28.413115', '77.057045'
2562, '28.428798', '77.029648'
2563, '28.4085579', '76.951783'
2564, '28.465462', '77.01534'
2565, '28.395993', '76.967724'
2566, '28.4085579', '76.951783'
2567, '28.4085579', '76.951783'
2568, '28.390872', '76.95272'
2569, '28.393974', '76.99555'
2570, '28.3974533', '77.0990198'
2571, '28.417831', '77.052274'
2572, '28.412173', '77.0361'
2573, '28.412173', '77.0361'
2574, '28.412173', '77.0361'
2575, '28.409324', '77.045716'
2576, '28.409324', '77.045716'
2577, '28.3974533', '77.0990198'
2578, '28.3974533', '77.0990198'
2579, '28.3974533', '77.0990198'
2580, '28.3974533', '77.0990198'
2581, '28.3974533', '77.0990198'
2582, '28.3974533', '77.0990198'
2583, '28.4550676', '77.0605968'
2584, '28.39181', '76.949669'
2585, '28.406885', '76.930127'
2586, '28.39332', '76.945729'
2587, '28.39181', '76.949669'
2588, '28.406885', '76.930127'
2589, '28.444951', '77.111544'
2590, '28.444951', '77.111544'
2591, '28.444951', '77.111544'
2592, '28.45919', '77.10224'
2593, '28.45919', '77.10224'
2594, '28.45919', '77.10224'
2595, '28.45382', '77.09956'
2596, '28.45382', '77.09956'
2597, '28.522621253811', '77.025486549749'
2598, '28.393465', '76.988789'
2599, '28.393465', '76.988789'
2600, '28.424228', '77.069818'
2601, '28.401137', '77.064929'
2602, '28.509472', '77.05043'
2603, '28.4256506', '77.099613'
2604, '28.4256506', '77.099613'
2605, '28.42348', '77.08451'
2606, '28.454279', '77.085314'
2607, '28.42049', '77.06328'
2608, '28.504246', '77.068649'
2609, '28.3976038', '76.9427006'
2610, '28.4354721', '77.0823482'
2611, '28.488289', '76.985599'
2612, '28.4266134', '77.0545575'
2613, '28.4266134', '77.0545575'
2614, '28.4067756', '77.0823482'
2615, '28.4354721', '77.0823482'
2616, '28.3866865', '76.9484624'
2617, '28.4354721', '77.0823482'
2618, '28.4439933', '77.06652'
2619, '28.4439933', '77.06652'
2620, '28.4439933', '77.06652'
2621, '28.393738', '76.9916675'
2622, '28.393738', '76.9916675'
2623, '28.514725', '76.973355'
2624, '28.419692', '77.086122'
2625, '28.3889069', '76.9513279'
2626, '28.3889069', '76.9513279'
2627, '28.516331087497', '76.995685046165'
2628, '28.501365', '77.010746'
2629, '28.4558436', '77.0406147'
2630, '28.397175', '76.935532'
2631, '28.39332', '76.945729'
2632, '28.39332', '76.945729'
2633, '28.39332', '76.945729'
2634, '28.356562', '76.973291'
2635, '28.356562', '76.973291'
2636, '28.356562', '76.973291'
2637, '28.356562', '76.973291'
2638, '28.407269', '77.0357198'
2639, '28.3889069', '76.9513279'
2640, '28.420896', '77.078727'
2641, '28.3889069', '76.9513279'
2642, '28.3889069', '76.9513279'
2643, '28.3889069', '76.9513279'
2644, '28.4489007', '77.0578855'
2645, '28.4754909', '77.1032095'
2646, '28.478103', '77.080502'
2647, '28.428798', '77.029648'
2648, '28.4050911', '77.1096829'
2649, '28.409433', '77.105276'
2650, '28.409433', '77.105276'
2651, '28.530129', '77.026134'
2652, '28.382146', '77.055471'
2653, '28.4153994', '77.037736'
2654, '28.4350568', '77.1013666'
2655, '28.404158', '77.099979'
2656, '28.409433', '77.105276'
2657, '28.399559', '77.061027'
2658, '28.399559', '77.061027'
2659, '28.4247815', '77.0325712'
2660, '28.42775', '77.05034'
2661, '28.38922', '77.0551'
2662, '28.41201', '77.09085'
2663, '28.41201', '77.09085'
2664, '28.409463', '77.108186'
2665, '28.409463', '77.108186'
2666, '28.416629', '77.038982'
2667, '28.40614', '77.06529'
2668, '28.401137', '77.064929'
2669, '28.4754909', '77.1032095'
2670, '28.4889627', '77.0866646'
2671, '28.4889627', '77.0866646'
2672, '28.4889627', '77.0866646'
2673, '28.514725', '76.973355'
2674, '28.409065', '77.059642'
2675, '28.403301', '77.045624'
2676, '28.414817', '77.065124'
2677, '28.407289', '77.069686'
2678, '28.4091958', '77.0478112'
2679, '28.4091958', '77.0478112'
2680, '28.393486', '77.018605'
2681, '28.401575', '77.10647'
2682, '28.45382', '77.09956'
2683, '28.458598', '77.108078'
2684, '28.4891378', '76.9844677'
2685, '28.46252', '76.951718'
2686, '28.458598', '77.108078'
2687, '28.4085579', '76.951783'
2688, '28.458598', '77.108078'
2689, '28.47844', '76.98611'
2690, '28.46805', '77.02059'
2691, '28.412173', '77.0361'
2692, '28.4741603', '77.0075055'
2693, '28.451194', '76.989289'
2694, '28.5027363', '77.0060603'
2695, '28.451194', '76.989289'
2696, '28.455542686641', '76.9733897433'
2697, '28.4014659', '77.0531172'
2698, '28.478391', '77.076817'
2699, '28.401575', '77.10647'
2700, '28.378112', '77.056045'
2701, '28.458598', '77.108078'
2702, '28.402309427353', '77.036047802092'
2703, '28.41201', '77.09085'
2704, '28.401137', '77.064929'
2705, '28.402309427353', '77.036047802092'
2706, '28.4247815', '77.0325712'
2707, '28.402309427353', '77.036047802092'
2708, '28.463784', '77.062503'
2709, '28.409208', '76.925732'
2710, '28.409208', '76.925732'
2711, '28.484795', '76.999036'
2712, '28.356562', '76.973291'
2713, '28.440761', '76.972101'
2714, '28.379293', '76.81078'
2715, '28.40135', '76.93488'
2716, '28.4412952', '77.0981743'
2717, '28.4412952', '77.0981743'
2718, '28.369272', '76.945649'
2719, '28.369272', '76.945649'
2720, '28.5129305', '77.037736'
2721, '28.507748', '77.03062'
2722, '28.5113577', '77.03629669999998'
2723, '28.5129305', '77.037736'
2724, '28.5125792', '77.04049650000002'
2725, '28.507195', '77.03088'
2726, '28.39988', '77.09654'
2727, '28.39988', '77.09654'
2728, '28.479934', '76.969137'
2729, '28.4081658', '76.9628658'
2730, '28.45212', '77.06414'
2731, '28.479276836122', '76.976094508889'
2732, '28.4388158', '77.02766'
2733, '28.5129305', '77.037736'
2734, '28.4153994', '77.037736'
2735, '28.396846', '76.948609'
2736, '28.38922', '77.0551'
2737, '28.4256506', '77.099613'
2738, '28.434383', '77.152909'
2739, '28.5129305', '77.037736'
2740, '28.503576', '77.065435'
2741, '28.482289', '76.991786'
2742, '28.276076', '77.056507'
2743, '0.0', '0.0'
2744, '28.4234414', '77.0765927'
2745, '28.416575', '77.025941'
2746, '28.39988', '77.09654'
2747, '28.4234414', '77.0765927'
2748, '28.5085746', '77.0075055'
2749, '28.48970801', '77.08382649'
2750, '28.444091', '76.967096'
2751, '28.45919', '77.10224'
2752, '28.425675', '77.043508'
2753, '28.425675', '77.043508'
2754, '28.4256506', '77.099613'
2755, '28.4754909', '77.1032095'
2756, '28.387272', '76.941182'
2757, '28.387272', '76.941182'
2758, '28.4250332', '77.0579426'
2759, '28.4746969', '76.9686267'
2760, '28.40922', '77.049483'
2761, '28.449548', '77.101515'
2762, '28.404439', '76.950907'
2763, '28.416629', '77.038982'
2764, '28.5268936', '77.0190228'
2765, '28.426845', '77.054737'
2766, '28.4256506', '77.099613'
2767, '28.433339', '77.105472'
2768, '28.428798', '77.029648'
2769, '28.484594', '77.003677'
2770, '28.403301', '77.045624'
2771, '28.40622', '77.042469'
2772, '28.386101', '77.070028'
2773, '28.386101', '77.070028'
2774, '28.419174', '76.993454'
2775, '28.419174', '76.993454'
2776, '28.4814697', '77.0089452'
2777, '28.4029807', '77.0848734'
2778, '28.48243', '77.08074'
2779, '28.4889627', '77.0866646'
2780, '28.482811', '77.08427'
2781, '28.412502', '77.113072'
2782, '28.39988', '77.09654'
2783, '28.288317', '77.066043'
2784, '28.386101', '77.070028'
2785, '28.476487', '77.073759'
2786, '28.444951', '77.111544'
2787, '28.38922', '77.0551'
2788, '28.288317', '77.066043'
2789, '28.288317', '77.066043'
2790, '28.288317', '77.066043'
2791, '28.288317', '77.066043'
2792, '28.271733', '77.066216'
2793, '28.4164', '77.01262'
2794, '28.45382', '77.09956'
2795, '28.45382', '77.09956'
2796, '28.45382', '77.09956'
2797, '28.45382', '77.09956'
2798, '28.5234609', '77.0269545'
2799, '28.501365', '77.010746'
2800, '28.501365', '77.010746'
2801, '28.501365', '77.010746'
2802, '28.532594', '77.020297'
2803, '28.532594', '77.020297'
2804, '28.532594', '77.020297'
2805, '28.47844', '76.98611'
2806, '28.47844', '76.98611'
2807, '28.47844', '76.98611'
2808, '28.516331087497', '76.995685046165'
2809, '28.516331087497', '76.995685046165'
2810, '28.516331087497', '76.995685046165'
2811, '28.516331087497', '76.995685046165'
2812, '28.516331087497', '76.995685046165'
2813, '28.516331087497', '76.995685046165'
2814, '28.516331087497', '76.995685046165'
2815, '28.516331087497', '76.995685046165'
2816, '28.516331087497', '76.995685046165'
2817, '28.483961', '77.013514'
2818, '28.42049', '77.06328'
2819, '28.42049', '77.06328'
2820, '28.42049', '77.06328'
2821, '28.483961', '77.013514'
2822, '28.4354721', '77.0823482'
2823, '28.463784', '77.062503'
2824, '28.413115', '77.057045'
2825, '28.413115', '77.057045'
2826, '0.0', '0.0'
2827, '28.42049', '77.06328'
2828, '28.405628', '76.926043'
2829, '28.408196', '76.930093'
2830, '28.401778', '76.916426'
2831, '28.408196', '76.930093'
2832, '28.405628', '76.926043'
2833, '28.405628', '76.926043'
2834, '28.401778', '76.916426'
2835, '28.408196', '76.930093'
2836, '28.407393', '76.93519'
2837, '28.406885', '76.930127'
2838, '28.406885', '76.930127'
2839, '28.40717', '76.92988'
2840, '28.40664', '76.93048'
2841, '28.4075343', '76.9324353'
2842, '28.407393', '76.93519'
2843, '28.379314', '76.81086'
2844, '28.4066995', '76.9346416'
2845, '28.449635', '77.095411'
2846, '28.4085579', '76.951783'
2847, '28.4350095', '77.1449212'
2848, '28.3768317', '76.9822933'
2849, '28.388365', '76.979201'
2850, '28.422656', '77.045656'
2851, '28.469269', '76.971396'
2852, '28.469269', '76.971396'
2853, '28.51337', '77.007362'
2854, '28.355192184448', '76.974098205566'
2855, '28.355192184448', '76.974098205566'
2856, '28.39181', '76.949669'
2857, '28.479276836122', '76.976094508889'
2858, '28.5234609', '77.0269545'
2859, '28.3574674', '76.9823013'
2860, '28.3574674', '76.9823013'
2861, '28.407854', '76.9153281'
2862, '28.4165659', '76.9311761'
2863, '28.395494', '76.9756004'
2864, '28.5033', '76.99743'
2865, '28.45919', '77.10224'
2866, '28.5033', '76.99743'
2867, '28.45382', '77.09956'
2868, '28.509518516781', '76.988676053722'
2869, '28.5117291', '77.0550072'
2870, '28.479631', '77.019606'
2871, '28.532594', '77.020297'
2872, '28.409463', '77.108186'
2873, '28.407289', '77.069686'
2874, '28.407289', '77.069686'
2875, '28.404158', '77.099979'
2876, '28.41474', '77.09192'
2877, '28.396445', '77.036807'
2878, '28.404158', '77.099979'
2879, '28.404158', '77.099979'
2880, '28.40356', '77.085012'
2881, '28.379301', '76.81076'
2882, '28.379293', '76.81078'
2883, '28.4074883', '76.9324497'
2884, '28.406885', '76.930127'
2885, '28.40185', '77.061015'
2886, '28.516331087497', '76.995685046165'
2887, '28.3982709', '77.053568'
2888, '28.39098', '77.08761'
2889, '28.43318', '76.95438'
2890, '28.416575', '77.025941'
2891, '28.441588', '77.079763'
2892, '28.408196', '76.930093'
2893, '28.479276836122', '76.976094508889'
2894, '28.42049', '77.06328'
2895, '28.479276836122', '76.976094508889'
2896, '28.413548', '76.903953'
2897, '28.381418', '77.064078'
2898, '28.424305', '77.061575'
2899, '28.4583384', '77.06652'
2900, '28.40874', '77.05731'
2901, '28.430479', '76.959579'
2902, '28.430479', '76.959579'
2903, '28.4889627', '77.0866646'
2904, '28.3889069', '76.9513279'
2905, '28.48970801', '77.08382649'
2906, '28.465786', '77.083806'
2907, '28.465403', '77.084345'
2908, '28.433339', '77.105472'
2909, '28.532594', '77.020297'
2910, '28.524123', '77.0348573'
2911, '28.524123', '77.0348573'
2912, '28.398753', '77.072105'
2913, '28.355192184448', '76.974098205566'
2914, '28.522621253811', '77.025486549749'
2915, '28.522621253811', '77.025486549749'
2916, '28.522621253811', '77.025486549749'
2917, '28.455542686641', '76.9733897433'
2918, '28.4067756', '77.0823482'
2919, '28.418353', '77.053084'
2920, '28.4339616', '77.1370117'
2921, '28.4339616', '77.1370117'
2922, '28.475639', '77.0823482'
2923, '28.464937', '77.080879'
2924, '28.485825', '77.08623'
2925, '28.386048', '77.0607637'
2926, '28.454279', '77.085314'
2927, '28.4572434', '77.0782527'
2928, '28.4350095', '77.1449212'
2929, '28.4746998452395', '77.089705841049'
2930, '28.48041', '77.079157'
2931, '28.47805', '77.074159'
2932, '28.422656', '77.045656'
2933, '28.4091958', '77.0478112'
2934, '28.443185', '77.108897'
2935, '28.509518516781', '76.988676053722'
2936, '28.465767', '77.091674'
2937, '28.4548972', '77.1053673'
2938, '28.409324', '77.045716'
2939, '28.411105', '77.064876'
2940, '28.392974', '77.031674'
2941, '28.45919', '77.10224'
2942, '28.420457', '77.038483'
2943, '28.416992', '77.06544'
2944, '28.4968078', '76.9914875'
2945, '28.3982709', '77.053568'
2946, '28.460407', '77.057905'
2947, '28.44684967862', '77.10207066169'
2948, '28.463784', '77.062503'
2949, '28.4056704', '77.070837'
2950, '28.4464516', '76.9681138'
2951, '28.465786', '77.083806'
2952, '28.3884743', '76.9470835'
2953, '28.3592', '76.97173'
2954, '28.4354721', '77.0823482'
2955, '28.399273', '77.070425'
2956, '28.399273', '77.070425'
2957, '28.451833', '77.091355'
2958, '28.498792', '77.022719'
2959, '28.4439713', '77.1111214'
2960, '28.5129305', '77.037736'
2961, '28.5117291', '77.0550072'
2962, '28.5117291', '77.0550072'
2963, '28.463245', '77.0578855'
2964, '28.418353', '77.053084'
2965, '28.403814', '77.066332'
2966, '28.4345552', '77.0578855'
2967, '28.401137', '77.064929'
2968, '28.401137', '77.064929'
2969, '28.401137', '77.064929'
2970, '28.401137', '77.064929'
2971, '28.44838', '77.09633'
2972, '28.424228', '77.069818'
2973, '28.424228', '77.069818'
2974, '28.447417', '77.092289'
2975, '28.409324', '77.045716'
2976, '28.3990776', '77.1020169'
2977, '28.4256506', '77.099613'
2978, '28.4050212', '77.0469468'
2979, '28.409324', '77.045716'
2980, '28.420457', '77.038483'
2981, '28.420457', '77.038483'
2982, '28.420457', '77.038483'
2983, '28.4107213', '77.0465652'
2984, '28.40614', '77.06529'
2985, '28.40845', '77.06856'
2986, '28.40614', '77.06529'
2987, '28.39098', '77.08761'
2988, '28.511146', '76.985175'
2989, '28.399559', '77.061027'
2990, '28.407289', '77.069686'
2991, '28.393486', '77.018605'
2992, '28.453012', '76.986042'
2993, '28.453012', '76.986042'
2994, '28.39358', '76.99603'
2995, '28.424305', '77.061575'
2996, '28.4373379', '76.9440586'
2997, '28.516331087497', '76.995685046165'
2998, '28.516331087497', '76.995685046165'
2999, '28.4889627', '77.0866646'
3000, '28.425675', '77.043508'
3001, '28.5192079', '77.016635'
3002, '28.3849411', '77.0492504'
3003, '28.47878', '76.99599'
3004, '28.39661', '76.97283'
3005, '28.385039', '77.022483'
3006, '28.434808', '76.955789'
3007, '28.4067756', '77.0823482'
3008, '28.4746969', '76.9686267'
3009, '28.39686', '76.96909'
3010, '28.41018', '77.05813'
3011, '28.41018', '77.05813'
3012, '28.41018', '77.05813'
3013, '28.41461', '77.06013'
3014, '28.41018', '77.05813'
3015, '28.48041', '77.079157'
3016, '28.412919', '77.069362'
3017, '28.41461', '77.06013'
3018, '28.41018', '77.05813'
3019, '28.41018', '77.05813'
3020, '28.475639', '77.0823482'
3021, '28.455618', '77.083076'
3022, '28.4256506', '77.099613'
3023, '28.4256506', '77.099613'
3024, '28.44029', '77.10939'
3025, '28.444951', '77.111544'
3026, '28.444951', '77.111544'
3027, '28.4256506', '77.099613'
3028, '28.4256506', '77.099613'
3029, '28.4517668', '77.0923154'
3030, '28.47844', '76.98611'
3031, '28.402309427353', '77.036047802092'
3032, '28.402309427353', '77.036047802092'
3033, '28.404158', '77.099979'
3034, '28.4889627', '77.0866646'
3035, '28.4754909', '77.1032095'
3036, '28.4754909', '77.1032095'
3037, '28.4754909', '77.1032095'
3038, '28.4754909', '77.1032095'
3039, '28.519268', '77.027259'
3040, '28.484795', '76.999036'
3041, '28.509518516781', '76.988676053722'
3042, '28.509518516781', '76.988676053722'
3043, '28.509518516781', '76.988676053722'
3044, '28.475639', '77.0823482'
3045, '28.40845', '77.06856'
3046, '28.409024', '77.039055'
3047, '28.390872', '76.95272'
3048, '28.364233', '76.981995'
3049, '28.4889627', '77.0866646'
3050, '28.364233', '76.981995'
3051, '28.396792', '77.08393'
3052, '28.40845', '77.06856'
3053, '28.449635', '77.095411'
3054, '28.407289', '77.069686'
3055, '28.472361', '77.076165'
3056, '28.454369', '76.976104'
3057, '28.422015', '76.943177'
3058, '28.453012', '76.986042'
3059, '28.453012', '76.986042'
3060, '28.39435', '77.029824'
3061, '28.393486', '77.018605'
3062, '28.393622', '77.035359'
3063, '28.424305', '77.061575'
3064, '28.4256506', '77.099613'
3065, '28.393622', '77.035359'
3066, '28.455618', '77.083076'
3067, '28.399273', '77.070425'
3068, '28.416575', '76.92034'
3069, '28.407789', '76.915274'
3070, '28.407789', '76.915274'
3071, '28.407789', '76.915274'
3072, '28.407789', '76.915274'
3073, '28.41461', '77.06013'
3074, '28.395755', '77.032352'
3075, '28.395494', '76.9756004'
3076, '28.3883395', '77.0417097'
3077, '28.409324', '77.045716'
3078, '28.383436', '77.01684'
3079, '28.4256506', '77.099613'
3080, '28.39661', '76.97283'
3081, '28.393486', '77.018605'
3082, '28.413458', '76.912963'
3083, '28.390872', '76.95272'
3084, '28.425675', '77.043508'
3085, '28.39379', '76.96299'
3086, '28.4350568', '77.1013666'
3087, '28.393622', '77.035359'
3088, '28.393622', '77.035359'
3089, '28.2609492', '77.0837308'
3090, '28.279509', '77.06703'
3091, '28.407789', '76.915274'
3092, '28.3699015', '76.9622501'
3093, '28.3855771', '76.9759917'
3094, '28.408225', '76.962987'
3095, '28.408225', '76.962987'
3096, '28.393622', '77.035359'
3097, '28.4350568', '77.1013666'
3098, '28.458224', '77.099668'
3099, '28.39181', '76.949669'
3100, '28.39988', '77.09654'
3101, '28.39379', '76.96299'
3102, '28.39379', '76.96299'
3103, '28.396846', '76.948609'
3104, '28.399212', '76.96192'
3105, '28.39379', '76.96299'
3106, '28.404158', '77.099979'
3107, '28.393974', '76.99555'
3108, '28.39379', '76.96299'
3109, '28.39379', '76.96299'
3110, '28.39379', '76.96299'
3111, '28.41201', '77.09085'
3112, '28.413458', '76.912963'
3113, '28.288781720029', '77.067725439623'
3114, '28.405628', '76.926043'
3115, '28.385415', '77.04925'
3116, '28.37462', '77.04381'
3117, '28.40356', '77.085012'
3118, '28.391640123846', '77.065127854166'
3119, '28.4339616', '77.1370117'
3120, '28.4339616', '77.1370117'
3121, '28.402309427353', '77.036047802092'
3122, '28.4234414', '77.0765927'
3123, '28.400332', '77.097455'
3124, '28.4056704', '77.070837'
3125, '28.4056704', '77.070837'
3126, '28.3982709', '77.053568'
3127, '28.4234414', '77.0765927'
3128, '28.416629', '77.038982'
3129, '28.4339616', '77.1370117'
3130, '28.4532404', '77.0881034'
3131, '28.4439933', '77.06652'
3132, '28.42606', '77.099483'
3133, '28.409324', '77.045716'
3134, '28.4741603', '77.0075055'
3135, '28.4680842156134', '77.01014'
3136, '28.422235', '77.033496'
3137, '28.4680842156134', '77.01014'
3138, '28.41161', '77.03995'
3139, '28.4621304', '77.0017465'
3140, '28.4741603', '77.0075055'
3141, '28.402309427353', '77.036047802092'
3142, '28.3990776', '77.1020169'
3143, '28.389679', '77.059355'
3144, '28.411794', '77.06903'
3145, '28.389679', '77.059355'
3146, '28.3990776', '77.1020169'
3147, '28.463784', '77.062503'
3148, '28.4482', '77.111817'
3149, '28.4482', '77.111817'
3150, '28.4433318', '77.1074915'
3151, '28.369272', '76.945649'
3152, '28.411939299611', '76.943580409451'
3153, '28.42049', '77.06328'
3154, '28.491169', '77.091415'
3155, '28.4532404', '77.0881034'
3156, '28.50259', '77.100084'
3157, '28.42049', '77.06328'
3158, '28.5129305', '77.037736'
3159, '28.5129305', '77.037736'
3160, '28.4164', '77.01262'
3161, '28.444951', '77.111544'
3162, '28.4754909', '77.1032095'
3163, '28.465786', '77.083806'
3164, '28.481127', '76.973756'
3165, '28.443185', '77.108897'
3166, '28.444951', '77.111544'
3167, '28.437178', '77.133522'
3168, '28.455542686641', '76.9733897433'
3169, '28.488289', '76.985599'
3170, '28.4164', '77.01262'
3171, '28.44684967862', '77.10207066169'
3172, '28.4164', '77.01262'
3173, '28.4164', '77.01262'
3174, '28.424228', '77.069818'
3175, '28.491169', '77.091415'
3176, '28.409324', '77.045716'
3177, '28.417831', '77.052274'
3178, '28.394232', '76.959186'
3179, '28.394232', '76.959186'
3180, '28.4164', '77.01262'
3181, '28.4164', '77.01262'
3182, '28.505619', '77.049258'
3183, '28.5129305', '77.037736'
3184, '28.5129305', '77.037736'
3185, '28.5129305', '77.037736'
3186, '28.51417', '76.983935'
3187, '28.499693', '76.999962'
3188, '28.41474', '77.09192'
3189, '28.416747', '77.063677'
3190, '28.412644', '77.088217'
3191, '28.401137', '77.064929'
3192, '28.401137', '77.064929'
3193, '28.4014659', '77.0531172'
3194, '28.389679', '77.059355'
3195, '28.389679', '77.059355'
3196, '28.414817', '77.065124'
3197, '28.402309427353', '77.036047802092'
3198, '28.402309427353', '77.036047802092'
3199, '28.402309427353', '77.036047802092'
3200, '28.3954992', '77.024781'
3201, '28.4153994', '77.037736'
3202, '28.3982709', '77.053568'
3203, '28.3982709', '77.053568'
3204, '28.3982709', '77.053568'
3205, '28.53268', '77.018094'
3206, '28.3976552', '77.0679385'
3207, '28.4107213', '77.0465652'
3208, '28.422656', '77.045656'
3209, '28.3982709', '77.053568'
3210, '28.399273', '77.070425'
3211, '28.3801295', '76.9844677'
3212, '28.4091958', '77.0478112'
3213, '28.499693', '76.999962'
3214, '28.465878', '77.016815'
3215, '28.4256506', '77.099613'
3216, '28.448805', '77.093635'
3217, '28.40101', '76.978518'
3218, '28.39181', '76.949669'
3219, '28.39181', '76.949669'
3220, '28.39181', '76.949669'
3221, '28.3889069', '76.9513279'
3222, '28.3889069', '76.9513279'
3223, '28.39181', '76.949669'
3224, '28.39181', '76.949669'
3225, '28.39181', '76.949669'
3226, '28.39181', '76.949669'
3227, '28.39181', '76.949669'
3228, '28.3889069', '76.9513279'
3229, '28.3889069', '76.9513279'
3230, '28.407854', '76.9153281'
3231, '28.455542686641', '76.9733897433'
3232, '28.4091958', '77.0478112'
3233, '28.4160426', '77.0593246'
3234, '28.417025', '76.909653'
3235, '28.3990776', '77.1020169'
3236, '28.393964', '76.995553'
3237, '28.393964', '76.995553'
3238, '28.4091958', '77.0478112'
3239, '28.4266134', '77.0545575'
3240, '28.449441', '77.096815'
3241, '28.503241', '77.098734'
3242, '28.412173', '77.0361'
3243, '28.409324', '77.045716'
3244, '28.4126227', '77.0089452'
3245, '28.391640123846', '77.065127854166'
3246, '28.532594', '77.020297'
3247, '28.455542686641', '76.9733897433'
3248, '28.530129', '77.026134'
3249, '28.425675', '77.043508'
3250, '28.4160426', '77.0593246'
3251, '28.4160426', '77.0593246'
3252, '28.4091958', '77.0478112'
3253, '28.4091958', '77.0478112'
3254, '28.4160426', '77.0593246'
3255, '28.4112804', '77.0492841'
3256, '28.428074', '77.0650809'
