,LATITUDE,LONGITUDE
4800, '28.437178', '77.133522'
4801, '28.407289', '77.069686'
4802, '28.465281', '77.082392'
4803, '28.403814', '77.066332'
4804, '28.396792', '77.08393'
4805, '28.409463', '77.108186'
4806, '28.356562', '76.973291'
4807, '28.40614', '77.06529'
4808, '28.395494', '76.9756004'
4809, '28.419732', '77.076766'
4810, '28.416575', '76.92034'
4811, '28.465786', '77.083806'
4812, '28.408831', '77.055039'
4813, '28.386101', '77.070028'
4814, '28.40622', '77.042469'
4815, '28.408831', '77.055039'
4816, '28.449635', '77.095411'
4817, '28.40622', '77.042469'
4818, '28.406061', '76.91730890552'
4819, '28.505619', '77.049258'
4820, '28.5068253', '77.0636419'
4821, '28.426034', '77.065805'
4822, '28.399273', '77.070425'
4823, '28.391640123846', '77.065127854166'
4824, '28.391640123846', '77.065127854166'
4825, '28.391640123846', '77.065127854166'
4826, '28.408196', '76.930093'
4827, '28.408196', '76.930093'
4828, '28.393486', '77.018605'
4829, '28.401778', '76.916426'
4830, '28.421561', '77.101017'
4831, '28.406061', '76.91730890552'
4832, '28.42414', '77.06148'
4833, '28.398753', '77.072105'
4834, '28.3592', '76.97173'
4835, '28.4251808', '77.1096829'
4836, '28.39988', '77.09654'
4837, '28.4014659', '77.0531172'
4838, '28.42049', '77.06328'
4839, '28.4164', '77.01262'
4840, '28.401778', '76.916426'
4841, '28.441588', '77.079763'
4842, '28.40356', '77.085012'
4843, '28.4489007', '77.0578855'
4844, '28.4234414', '77.0765927'
4845, '28.421561', '77.101017'
4846, '28.403814', '77.066332'
4847, '28.403814', '77.066332'
4848, '28.399273', '77.070425'
4849, '28.395494', '76.9756004'
4850, '28.402309427353', '77.036047802092'
4851, '28.4234414', '77.0765927'
4852, '28.406061', '76.91730890552'
4853, '28.449416', '77.041152'
4854, '28.406061', '76.91730890552'
4855, '28.4234414', '77.0765927'
4856, '28.387272', '76.941182'
4857, '28.285808', '77.066673'
4858, '28.44673', '77.09355'
4859, '28.44673', '77.09355'
4860, '28.4889627', '77.0866646'
4861, '28.472552', '76.9655'
4862, '28.458598', '77.108078'
4863, '28.458598', '77.108078'
4864, '28.45919', '77.10224'
4865, '28.444951', '77.111544'
4866, '28.5129305', '77.037736'
4867, '28.5129305', '77.037736'
4868, '28.5129305', '77.037736'
4869, '28.3998268', '77.0610017'
4870, '28.44029', '77.10939'
4871, '28.411794', '77.06903'
4872, '28.443185', '77.108897'
4873, '28.4350568', '77.1013666'
4874, '28.5129305', '77.037736'
4875, '28.5129305', '77.037736'
4876, '28.5129305', '77.037736'
4877, '28.5129305', '77.037736'
4878, '28.4014659', '77.0531172'
4879, '28.4090849', '77.1014979'
4880, '28.40356', '77.085012'
4881, '28.412502', '77.113072'
4882, '28.39988', '77.09654'
4883, '28.39988', '77.09654'
4884, '28.39358', '76.99603'
4885, '28.393738', '76.9916675'
4886, '28.39358', '76.99603'
4887, '28.40614', '77.06529'
4888, '28.40614', '77.06529'
4889, '28.400942', '77.090429'
4890, '28.400942', '77.090429'
4891, '28.400942', '77.090429'
4892, '28.50279', '76.964006'
4893, '28.50279', '76.964006'
4894, '28.41201', '77.09085'
4895, '28.422656', '77.045656'
4896, '28.4090849', '77.1014979'
4897, '28.4090849', '77.1014979'
4898, '28.4090849', '77.1014979'
4899, '28.402309427353', '77.036047802092'
4900, '28.402309427353', '77.036047802092'
4901, '28.402309427353', '77.036047802092'
4902, '28.39988', '77.09654'
4903, '28.391640123846', '77.065127854166'
4904, '28.402309427353', '77.036047802092'
4905, '28.402309427353', '77.036047802092'
4906, '28.41201', '77.09085'
4907, '28.41201', '77.09085'
4908, '28.41201', '77.09085'
4909, '28.409463', '77.108186'
4910, '28.409463', '77.108186'
4911, '28.409433', '77.105276'
4912, '28.409433', '77.105276'
4913, '28.409433', '77.105276'
4914, '28.446282', '76.954775'
4915, '28.446282', '76.954775'
4916, '28.446282', '76.954775'
4917, '28.446282', '76.954775'
4918, '28.499693', '76.999962'
4919, '28.4085579', '76.951783'
4920, '28.424778565185', '76.949529893933'
4921, '28.413458', '76.912963'
4922, '28.499693', '76.999962'
4923, '28.499693', '76.999962'
4924, '28.396246', '76.956102'
4925, '28.476287', '77.0816288'
4926, '28.393465', '76.988789'
4927, '28.377498', '77.042358'
4928, '28.514725', '76.973355'
4929, '28.514725', '76.973355'
4930, '28.516331087497', '76.995685046165'
4931, '28.409324', '77.045716'
4932, '28.424228', '77.069818'
4933, '28.401137', '77.064929'
4934, '28.429224', '77.069294'
4935, '28.39686', '76.96909'
4936, '28.416629', '77.038982'
4937, '28.40135', '76.93488'
4938, '28.409208', '76.925732'
4939, '28.498792', '77.022719'
4940, '28.498792', '77.022719'
4941, '28.413115', '77.057045'
4942, '28.454279', '77.085314'
4943, '28.41201', '77.09085'
4944, '28.413115', '77.057045'
4945, '28.498792', '77.022719'
4946, '28.40356', '77.085012'
4947, '28.427713', '76.922308'
4948, '28.40356', '77.085012'
4949, '28.449548', '77.101515'
4950, '28.40951', '77.033576'
4951, '28.408831', '77.055039'
4952, '28.407854', '76.9153281'
4953, '28.427713', '76.922308'
4954, '28.404158', '77.099979'
4955, '28.511146', '76.985175'
4956, '28.41009', '77.03787'
4957, '28.41009', '77.03787'
4958, '28.42511', '77.04681'
4959, '28.42511', '77.04681'
4960, '28.42511', '77.04681'
4961, '28.409324', '77.045716'
4962, '28.4107213', '77.0465652'
4963, '28.422656', '77.045656'
4964, '28.4107213', '77.0465652'
4965, '28.382146', '77.055471'
4966, '28.4107213', '77.0465652'
4967, '28.422656', '77.045656'
4968, '28.481127', '76.973756'
4969, '28.516331087497', '76.995685046165'
4970, '28.519268', '77.027259'
4971, '28.499023', '76.983105'
4972, '28.3915783', '76.9963487'
4973, '28.392264', '76.997091'
4974, '28.393559', '77.096839'
4975, '28.45135', '76.9888'
4976, '28.39358', '76.99603'
4977, '28.39431253222993', '77.09687899395945'
4978, '28.462528206192054', '77.08202943869424'
4979, '28.386048', '77.0607637'
4980, '28.39234', '77.08882'
4981, '28.3915117', '76.9964035'
4982, '28.42049', '77.06328'
4983, '28.385039', '77.022483'
4984, '28.4256506', '77.099613'
4985, '28.40356', '77.085012'
4986, '28.40356', '77.085012'
4987, '28.47805', '77.074159'
4988, '28.4256506', '77.099613'
4989, '28.39358', '76.99603'
4990, '28.4251808', '77.1096829'
4991, '28.4234414', '77.0765927'
4992, '28.421561', '77.101017'
4993, '28.4354721', '77.0823482'
4994, '28.42348', '77.08451'
4995, '28.4256506', '77.099613'
4996, '28.4256506', '77.099613'
4997, '28.42348', '77.08451'
4998, '28.3885295', '76.9414589'
4999, '28.4350095', '77.1449212'
5000, '28.4350095', '77.1449212'
5001, '28.4256506', '77.099613'
5002, '28.4251808', '77.1096829'
5003, '28.4985252', '76.999635'
5004, '28.47844', '76.98611'
5005, '28.388058', '76.94343'
5006, '28.4143242', '76.9081238'
5007, '28.279509', '77.06703'
5008, '28.420457', '77.038483'
5009, '28.420457', '77.038483'
5010, '28.283876', '77.068298'
5011, '28.283876', '77.068298'
5012, '28.283876', '77.068298'
5013, '28.499023', '76.983105'
5014, '28.411794', '77.06903'
5015, '28.411794', '77.06903'
5016, '28.411794', '77.06903'
5017, '28.411794', '77.06903'
5018, '28.411794', '77.06903'
5019, '28.4439713', '77.1111214'
5020, '28.444951', '77.111544'
5021, '28.411794', '77.06903'
5022, '28.39098', '77.08761'
5023, '28.3990776', '77.1020169'
5024, '28.39098', '77.08761'
5025, '28.39098', '77.08761'
5026, '28.411794', '77.06903'
5027, '28.38001', '77.06087'
5028, '28.51284', '76.97349'
5029, '28.50279', '76.964006'
5030, '28.5234609', '77.0269545'
5031, '28.39358', '76.99603'
5032, '28.4754909', '77.1032095'
5033, '28.42049', '77.06328'
5034, '28.40845', '77.06856'
5035, '28.4050212', '77.0469468'
5036, '28.40845', '77.06856'
5037, '28.42049', '77.06328'
5038, '28.398753', '77.072105'
5039, '28.388058', '76.94343'
5040, '28.4489007', '77.0578855'
5041, '28.522621253811', '77.025486549749'
5042, '28.276076', '77.056507'
5043, '28.276076', '77.056507'
5044, '28.481127', '76.973756'
5045, '28.393486', '77.018605'
5046, '28.401575', '77.10647'
5047, '28.393486', '77.018605'
5049, '28.447205', '77.05737'
5050, '28.4572434', '77.0782527'
5051, '28.41474', '77.09192'
5052, '28.41474', '77.09192'
5053, '28.44838', '77.09633'
5054, '28.377498', '77.042358'
5055, '28.464776', '77.100449'
5056, '28.465796', '77.084877'
5057, '28.412644', '77.088217'
5058, '28.44089', '77.10067'
5059, '28.418353', '77.053084'
5060, '28.507281', '77.008945'
5061, '28.4465158', '76.9683684'
5062, '28.405628', '76.926043'
5063, '28.405628', '76.926043'
5064, '28.405628', '76.926043'
5065, '28.405628', '76.926043'
5066, '28.288781720029', '77.067725439623'
5067, '28.4090849', '77.1014979'
5068, '28.518677', '77.015115'
5069, '28.518677', '77.015115'
5070, '28.518677', '77.015115'
5071, '28.518677', '77.015115'
5072, '28.45382', '77.09956'
5073, '28.45382', '77.09956'
5074, '28.381418', '77.064078'
5075, '28.4891378', '76.9844677'
5076, '28.4439713', '77.1111214'
5077, '28.2857822', '77.0699023'
5078, '28.415273829812', '76.93261533554'
5079, '28.412695', '76.9174417'
5080, '28.249352', '77.067276'
5081, '28.431128', '76.949615'
5082, '28.47844', '76.98611'
5083, '28.39435', '77.029824'
5084, '28.4489007', '77.0578855'
5085, '28.4429882', '77.062575'
5086, '28.442663', '77.05756'
5087, '28.442663', '77.05756'
5088, '28.249352', '77.067276'
5089, '28.249352', '77.067276'
5090, '28.4367302', '77.1366519'
5091, '28.435123', '77.136246'
5092, '28.465767', '77.091674'
5093, '28.441278', '77.077759'
5094, '28.401311', '76.9513432'
5095, '28.4345552', '77.0578855'
5096, '28.459496', '77.026637'
5097, '28.484795', '76.999036'
5098, '28.383436', '77.01684'
5099, '28.460089', '77.066245'
5100, '28.442663', '77.05756'
5101, '28.4439933', '77.06652'
5102, '28.4345552', '77.0578855'
5103, '28.4535091', '77.0531043'
5104, '28.4535094', '77.0531247'
5105, '28.4572434', '77.0782527'
5106, '28.460089', '77.066245'
5107, '28.460089', '77.066245'
5108, '28.4572434', '77.0782527'
5109, '28.279509', '77.06703'
5110, '28.279509', '77.06703'
5111, '28.405628', '76.926043'
5112, '28.288317', '77.066043'
5113, '28.255046', '77.085413'
5114, '28.276076', '77.056507'
5115, '28.4134', '77.040614'
5116, '28.261212', '77.083471'
5117, '28.285808', '77.066673'
5118, '28.4572434', '77.0782527'
5119, '28.28652', '77.065685'
5120, '28.45338', '77.076907'
5121, '28.457949', '77.076294'
5122, '28.451833', '77.091355'
5123, '28.452185', '77.076931'
5124, '28.43642', '77.1099'
5125, '28.418353', '77.053084'
5126, '28.4367302', '77.1366519'
5127, '28.43642', '77.1099'
5128, '28.425675', '77.043508'
5129, '28.425675', '77.043508'
5130, '28.393964', '76.995553'
5131, '28.393964', '76.995553'
5132, '28.40185', '77.061015'
5133, '28.390392', '76.96934'
5134, '28.499023', '76.983105'
5135, '28.41179', '77.06903'
5136, '28.4085579', '76.951783'
5137, '28.483961', '77.013514'
5138, '28.279509', '77.06703'
5139, '28.411794', '77.06903'
5140, '28.286932', '77.069609'
5141, '28.283817', '77.077636'
5142, '28.286932', '77.069609'
5143, '28.266652', '77.064904'
5144, '28.286932', '77.069609'
5145, '28.509518516781', '76.988676053722'
5146, '28.509518516781', '76.988676053722'
5147, '28.3854944', '77.0171692'
5148, '28.484795', '76.999036'
5149, '28.483961', '77.013514'
5150, '28.509518516781', '76.988676053722'
5151, '28.288317', '77.066043'
5152, '28.4107213', '77.0465652'
5153, '28.4107213', '77.0465652'
5154, '28.4160426', '77.0593246'
5155, '28.4153994', '77.037736'
5156, '28.4160426', '77.0593246'
5157, '28.4107213', '77.0465652'
5158, '28.4165659', '76.9311761'
5159, '28.3954992', '77.024781'
5160, '28.4162062', '76.9209251'
5161, '28.426184', '77.08452'
5162, '28.4143242', '76.9081238'
5163, '28.4143242', '76.9081238'
5164, '28.4514552', '77.0948554'
5165, '28.4482', '77.111817'
5166, '28.472761', '77.085959'
5167, '28.4514487', '77.095455'
5168, '28.510599', '76.98856'
5169, '28.475639', '77.0823482'
5170, '28.4065341', '76.9627918'
5171, '28.4234414', '77.0765927'
5172, '28.422656', '77.045656'
5173, '28.460089', '77.066245'
5174, '28.511146', '76.985175'
5175, '28.516331087497', '76.995685046165'
5176, '28.511146', '76.985175'
5177, '28.504246', '77.068649'
5178, '28.512097', '77.064145'
5179, '28.4889627', '77.0866646'
5180, '28.4889627', '77.0866646'
5181, '28.4889627', '77.0866646'
5182, '28.4085579', '76.951783'
5183, '28.4164', '77.01262'
5184, '28.391640123846', '77.065127854166'
5185, '28.444951', '77.111544'
5186, '28.443185', '77.108897'
5187, '28.484795', '76.999036'
5188, '28.395651', '77.059336'
5189, '28.4186217', '77.0523998'
5190, '28.4746969', '76.9686267'
5191, '28.522621253811', '77.025486549749'
5192, '28.256414', '77.0707806'
5193, '28.3993997', '76.9703234'
5194, '28.394232', '76.959186'
5195, '28.390872', '76.95272'
5196, '28.4247815', '77.0325712'
5197, '28.504246', '77.068649'
5198, '28.412695', '76.9174417'
5200, '28.476487', '77.073759'
5201, '28.4050212', '77.0469468'
5202, '28.4548972', '77.1053673'
5203, '28.475639', '77.0823482'
5204, '28.475639', '77.0823482'
5205, '28.475639', '77.0823482'
5206, '28.4439713', '77.1111214'
5207, '28.518677', '77.015115'
5208, '28.501365', '77.010746'
5209, '28.501365', '77.010746'
5210, '28.484795', '76.999036'
5211, '28.501365', '77.010746'
5212, '28.484795', '76.999036'
5213, '28.484795', '76.999036'
5214, '28.482289', '76.991786'
5215, '28.469269', '76.971396'
5216, '28.469269', '76.971396'
5217, '28.469269', '76.971396'
5218, '28.469269', '76.971396'
5219, '28.472552', '76.9655'
5220, '28.479276836122', '76.976094508889'
5221, '28.479276836122', '76.976094508889'
5222, '28.481127', '76.973756'
5223, '28.481127', '76.973756'
5224, '28.474861', '76.976292'
5225, '28.474861', '76.976292'
5226, '28.499023', '76.983105'
5227, '28.499023', '76.983105'
5228, '28.499023', '76.983105'
5229, '28.499023', '76.983105'
5230, '28.499023', '76.983105'
5231, '28.499023', '76.983105'
5232, '28.499023', '76.983105'
5233, '28.509518516781', '76.988676053722'
5234, '28.509518516781', '76.988676053722'
5235, '28.509518516781', '76.988676053722'
5236, '28.509518516781', '76.988676053722'
5237, '28.499693', '76.999962'
5238, '28.499693', '76.999962'
5239, '28.499693', '76.999962'
5240, '28.514725', '76.973355'
5241, '28.514725', '76.973355'
5242, '28.514725', '76.973355'
5243, '28.514725', '76.973355'
5244, '28.4145671', '77.0290995'
5245, '28.514725', '76.973355'
5246, '28.5111812', '76.9846208'
5247, '28.516331087497', '76.995685046165'
5248, '28.516331087497', '76.995685046165'
5249, '28.51337', '77.007362'
5250, '28.51337', '77.007362'
5251, '28.5124501', '77.007791'
5252, '28.507656', '77.003368'
5253, '28.5127362', '76.9741726'
5254, '28.4803903', '77.0812226'
5255, '28.4803903', '77.0812226'
5256, '28.416629', '77.038982'
5257, '28.386708', '77.062881'
5258, '28.428798', '77.029648'
5259, '28.4889627', '77.0866646'
5260, '28.378112', '77.056045'
5261, '28.4889627', '77.0866646'
5262, '28.466154', '77.077396'
5263, '28.455618', '77.083076'
5264, '28.454279', '77.085314'
5265, '28.4754909', '77.1032095'
5266, '28.4160426', '77.0593246'
5267, '28.4439713', '77.1111214'
5268, '28.4067756', '77.0823482'
5269, '28.519268', '77.027259'
5270, '28.426845', '77.054737'
5271, '28.428221', '77.055209'
5272, '28.428221', '77.055209'
5273, '28.4439713', '77.1111214'
5274, '28.4439713', '77.1111214'
5275, '28.4056704', '77.070837'
5276, '28.4153994', '77.037736'
5277, '28.4889627', '77.0866646'
5278, '28.4548972', '77.1053673'
5279, '28.4439713', '77.1111214'
5280, '28.4439713', '77.1111214'
5281, '28.4548972', '77.1053673'
5282, '28.4439713', '77.1111214'
5283, '28.390872', '76.95272'
5284, '28.4065341', '76.9627918'
5285, '28.412695', '76.9174417'
5286, '28.356562', '76.973291'
5287, '28.409208', '76.925732'
5288, '28.409208', '76.925732'
5289, '28.406061', '76.91730890552'
5290, '28.420457', '77.038483'
5291, '28.4085579', '76.951783'
5292, '28.40183', '76.91474'
5293, '28.406061', '76.91730890552'
5294, '28.40183', '76.91474'
5295, '28.417831', '77.052274'
5296, '28.44673', '77.09355'
5297, '28.4439713', '77.1111214'
5298, '28.4439713', '77.1111214'
5299, '28.397175', '76.935532'
5300, '28.4439713', '77.1111214'
5301, '28.4621304', '77.0017465'
5302, '28.474861', '76.976292'
5303, '28.474861', '76.976292'
5304, '28.4085579', '76.951783'
5305, '28.4153994', '77.037736'
5306, '28.382146', '77.055471'
5307, '28.3866865', '76.9484624'
5308, '28.3974533', '77.0990198'
5309, '28.516331087497', '76.995685046165'
5310, '28.516331087497', '76.995685046165'
5311, '28.44684967862', '77.10207066169'
5312, '28.409324', '77.045716'
5313, '28.3889069', '76.9513279'
5314, '28.4350568', '77.1013666'
5315, '28.449548', '77.101515'
5316, '28.449548', '77.101515'
5317, '28.449548', '77.101515'
5318, '28.449548', '77.101515'
5319, '28.449548', '77.101515'
5320, '28.509518516781', '76.988676053722'
5321, '28.412173', '77.0361'
5322, '28.4081658', '76.9628658'
5323, '28.5129305', '77.037736'
5324, '28.4153994', '77.037736'
5325, '28.515309', '77.003236'
5326, '28.409208', '76.925732'
5327, '28.3982709', '77.053568'
5328, '28.410501', '77.05261'
5329, '28.454279', '77.076838'
5330, '28.460089', '77.066245'
5331, '28.460089', '77.066245'
5332, '28.460089', '77.066245'
5333, '28.460089', '77.066245'
5334, '28.460089', '77.066245'
5335, '28.460089', '77.066245'
5336, '28.460089', '77.066245'
5337, '28.460089', '77.066245'
5338, '28.460089', '77.066245'
5339, '28.460089', '77.066245'
5340, '28.460089', '77.066245'
5341, '28.460089', '77.066245'
5342, '28.461989', '77.065203'
5343, '28.3855771', '76.9759917'
5344, '28.4145671', '77.0290995'
5345, '28.451785', '77.079815'
5346, '28.283876', '77.068298'
5347, '28.412919', '77.069362'
5348, '28.409065', '77.059642'
5349, '28.475081', '77.108819'
5350, '28.472761', '77.085959'
5351, '28.484342', '77.088299'
5352, '28.4548972', '77.1053673'
5353, '28.4345552', '77.0578855'
5354, '28.288781720029', '77.067725439623'
5355, '28.40622', '77.042469'
5356, '28.44029', '77.10939'
5357, '28.4350568', '77.1013666'
5358, '28.449911', '76.98362'
5359, '28.401575', '77.10647'
5360, '28.425675', '77.043508'
5361, '28.425675', '77.043508'
5362, '28.449911', '76.98362'
5363, '28.3855771', '76.9759917'
5364, '28.283876', '77.068298'
5365, '28.460089', '77.066245'
5366, '28.418353', '77.053084'
5367, '28.418353', '77.053084'
5368, '28.453807', '77.0492504'
5369, '28.409065', '77.059642'
5370, '28.4489007', '77.0578855'
5371, '28.453807', '77.0492504'
5372, '28.401575', '77.10647'
5373, '28.4534557', '77.0530265'
5374, '28.420457', '77.038483'
5375, '28.283876', '77.068298'
5376, '28.4247815', '77.0325712'
5377, '28.283876', '77.068298'
5378, '28.416629', '77.038982'
5379, '28.44089', '77.10067'
5380, '28.4572434', '77.0782527'
5381, '28.3946864', '77.0605036'
5382, '28.3801295', '76.9844677'
5383, '28.4754909', '77.1032095'
5384, '28.3976038', '76.9427006'
5385, '28.4608674', '77.0645914'
5386, '28.4171242', '77.0764962'
5387, '28.460089', '77.066245'
5388, '28.395494', '76.9756004'
5390, '28.430294', '77.094178'
5391, '28.4889627', '77.0866646'
