,BEDROOM_NUM,BATHROOM_NUM,BALCONY_NUM,PRICE_PER_UNIT_AREA,AGE,SUPERBUILTUP_SQFT,PRICE,LOCALITY_WO_CITY,total_facilities,furnishing_type
4484,2.0,2.0,3.0,7951.0,0-1,1245.0,0.99,Sector 68,5,0
4485,4.0,4.0,4.0,17624.521072796935,0-1,2610.0,4.6,Sector 70A,5,0
4486,3.0,3.0,4.0,7241.0,1-5,1450.0,1.05,Sector 70A,5,0
4487,4.0,4.0,2.0,8818.342151675484,0-1,4536.0,4.0,Sector 48,2,1
4488,3.0,3.0,4.0,7931.0,1-5,1450.0,1.15,Sector 70A,5,0
4489,2.0,2.0,4.0,7076.0,0-1,1187.0,0.84,Sector 70A,4,0
4490,3.0,2.0,4.0,8260.0,1-5,1150.0,0.95,Sector 70A,5,0
4491,3.0,2.0,4.0,9166.0,1-5,1200.0,1.1,Sector 70A,5,0
4492,3.0,2.0,4.0,9739.0,1-5,1150.0,1.12,Sector 70A,5,0
4493,3.0,3.0,3.0,8614.0,0-1,1811.0,1.56,Sector 37D,4,1
4494,2.0,2.0,3.0,15860.0,Under Construction,1261.0,2.0,Sector 65,5,1
4495,3.0,3.0,2.0,9459.0,0-1,1850.0,1.75,Sector 57,3,1
4496,3.0,3.0,3.0,8474.0,0-1,2360.0,2.0,Sector 52,2,1
4497,3.0,3.0,2.0,13457.0,Under Construction,1932.0,2.6,Sector 65,5,1
4498,3.0,3.0,3.0,26097.0,1-5,3110.0,6.3,Sector 65,5,0
4499,2.0,2.0,3.0,13475.0,0-1,1358.0,1.83,Sector 65,5,1
4500,2.0,2.0,3.0,14908.0,0-1,1261.0,1.88,Sector 65,5,0
4501,2.0,2.0,3.0,13481.0,Under Construction,1261.0,1.7,Sector 65,5,1
4502,3.0,3.0,3.0,9550.0,0-1,1811.0,1.55,Sector 37D,4,0
4503,3.0,3.0,3.0,5025.0,0-1,1990.0,1.0,Sector 37C,4,1
4504,4.0,5.0,3.0,13661.0,10+,2562.0,3.5,Sector 49,3,0
4505,2.0,2.0,2.0,4074.074074074074,5-10,1620.0,0.66,Sector 82,4,1
4506,3.0,4.0,3.0,7906.0,0-1,2150.0,1.7,Sector 79,3,1
4507,3.0,3.0,3.0,14722.222222222224,1-5,1800.0,2.65,Sector 28,3,0
4508,3.0,3.0,2.0,5250.0,1-5,4000.0,2.1,Sector 40,3,1
4509,2.0,2.0,2.0,15697.0,0-1,1260.0,1.35,Sector 68,4,0
4510,3.0,3.0,2.0,6750.0,5-10,4000.0,2.7,Sector 40,3,1
4511,3.0,3.0,3.0,10803.0,10+,1805.0,1.95,Sector 49,3,0
4512,3.0,4.0,3.0,10473.0,10+,2578.0,2.7,Sector 57,2,0
4513,3.0,4.0,3.0,11326.0,10+,2428.0,2.75,Sector 57,1,0
4514,2.0,2.0,4.0,8382.0,Under Construction,1193.0,1.0,Sector 79,5,1
4515,3.0,3.0,4.0,11673.0,1-5,1799.0,2.1,Sector 82A,4,0
4516,2.0,2.0,2.0,7800.0,Under Construction,1211.0,0.95,Sector 79,4,1
4517,2.0,2.0,4.0,9000.0,Under Construction,1000.0,0.9,Sector 79,4,1
4518,3.0,3.0,4.0,8604.0,1-5,2150.0,1.85,Sector 79,3,1
4519,3.0,3.0,4.0,8227.0,0-1,1811.0,1.49,Sector 37D,4,0
4520,2.0,2.0,3.0,8835.0,0-1,1245.0,1.1,Sector 68,5,0
4521,3.0,3.0,4.0,20871.0,1-5,2156.0,4.5,sector 58,5,0
4522,3.0,3.0,4.0,28354.0,1-5,1975.0,5.6,Sector 54,4,0
4523,2.0,2.0,3.0,6520.0,Under Construction,1457.0,0.95,Sohna,2,1
4524,3.0,3.0,3.0,8877.0,1-5,1746.0,1.55,Sector 68,4,0
4525,3.0,3.0,4.0,9163.0,0-1,1746.0,1.6,Sector 68,4,1
4526,2.0,2.0,3.0,9055.0,Under Construction,1270.0,1.15,Sector 68,2,0
4527,2.0,2.0,3.0,8976.0,Under Construction,1270.0,1.14,Sector 68,2,0
4528,3.0,3.0,2.0,8600.0,1-5,1620.0,1.4,Sector 79,5,0
4529,2.0,2.0,3.0,11818.0,1-5,1400.0,1.3,Sector 79,3,0
4530,3.0,3.0,4.0,7000.0,0-1,1763.0,1.15,Sector 37C,4,0
4531,2.0,2.0,3.0,8000.0,1-5,1351.0,1.08,Sector 79,5,1
4532,2.0,2.0,2.0,7844.0,Under Construction,1211.0,0.95,Sector 79,4,0
4533,3.0,3.0,2.0,8187.134502923976,10+,2565.0,2.1,Sector 47,2,1
4534,2.0,2.0,2.0,8125.0,0-1,1600.0,1.3,Sector 37D,4,0
4535,3.0,3.0,3.0,9271.0,1-5,1510.0,1.4,Sector 79,5,1
4536,2.0,2.0,3.0,8000.0,1-5,1600.0,1.1,Sector 79,3,0
4537,3.0,3.0,2.0,7500.0,1-5,2100.0,1.5,Sector 79,5,0
4538,2.0,2.0,3.0,8382.0,Under Construction,1193.0,1.0,Sector 79,5,0
4539,3.0,3.0,3.0,30769.0,Under Construction,1300.0,4.0,Sector 76,1,1
4540,4.0,5.0,4.0,8484.0,0-1,2475.0,2.1,Sector 92,4,0
4541,3.0,3.0,3.0,9403.0,0-1,1510.0,1.42,Sector 79,5,0
4542,2.0,2.0,2.0,11000.0,1-5,1000.0,1.1,Sector 70A,4,0
4543,4.0,4.0,4.0,10580.0,Under Construction,2599.0,2.75,Sector 85,4,0
4544,2.0,2.0,4.0,8958.0,1-5,1507.0,1.35,Sector 68,4,0
4545,2.0,2.0,4.0,8661.0,Under Construction,1270.0,1.1,Sector 68,2,0
4546,3.0,3.0,4.0,9863.0,Under Construction,2129.0,2.1,Sector 85,4,0
4547,3.0,3.0,4.0,9841.0,Under Construction,1829.0,1.8,Sector 85,4,0
4548,3.0,3.0,3.0,9507.0,1-5,1746.0,1.66,Sector 68,4,1
4549,3.0,4.0,4.0,14843.0,1-5,2358.0,3.5,Sector 67,4,1
4550,3.0,3.0,4.0,10114.0,Under Construction,1829.0,1.85,Sector 85,4,1
4551,2.0,2.0,3.0,9133.0,Under Construction,1270.0,1.16,Sector 68,2,1
4552,3.0,3.0,3.0,9450.0,0-1,1746.0,1.65,Sector 68,4,1
4553,2.0,2.0,4.0,8936.0,Under Construction,1175.0,1.05,Sector 79,4,1
4554,2.0,2.0,2.0,11000.0,1-5,1000.0,1.1,Sector 70A,4,1
4555,2.0,2.0,3.0,8366.0,0-1,1494.0,1.25,Sector 79,5,0
4556,3.0,2.0,2.0,6904.0,1-5,2100.0,1.45,Sector 70A,5,0
4557,3.0,3.0,4.0,9756.0,0-1,2050.0,2.0,Sector 79,3,0
4558,3.0,3.0,3.0,19119.0,1-5,3112.0,5.95,Sector 65,5,0
4559,3.0,4.0,3.0,13343.0,10+,2061.0,2.75,Sector 49,3,0
4560,3.0,3.0,3.0,12188.0,10+,1805.0,2.2,Sector 49,3,0
4561,3.0,4.0,4.0,11834.0,10+,1859.0,2.2,Sector 49,4,0
4562,3.0,3.0,3.0,10357.0,Under Construction,1400.0,1.45,Sector 79,4,0
4563,3.0,3.0,2.0,7137.3456790123455,1-5,2592.0,1.85,Uppals Southend,2,0
4564,3.0,3.0,3.0,8432.0,Under Construction,1423.0,1.2,Sector 89,5,0
4565,4.0,5.0,3.0,13333.0,1-5,2925.0,3.9,Sector 70A,4,1
4566,4.0,4.0,4.0,19203.0,1-5,2864.0,5.5,sector 58,5,0
4567,4.0,4.0,4.0,8971.0,0-1,2675.0,2.4,Sector 79,3,0
4568,3.0,3.0,4.0,6904.0,5-10,2100.0,1.45,Sushant Lok Phase 3,3,0
4569,2.0,2.0,3.0,7396.0,1-5,1379.0,1.02,Sector 37C,4,0
4570,2.0,2.0,3.0,6990.0,1-5,1402.0,0.98,Sector 37C,4,0
4571,3.0,3.0,4.0,7121.0,1-5,2050.0,1.46,Sector 56,3,0
4572,3.0,3.0,4.0,9117.0,1-5,1700.0,1.55,Sector 56,3,0
4573,3.0,3.0,4.0,11820.0,0-1,1692.0,2.0,Sector 102,4,1
4574,4.0,4.0,4.0,6989.0,1-5,3219.0,2.25,Sector 39,2,0
4575,2.0,2.0,3.0,12925.0,1-5,1470.0,1.9,Sector 67,4,0
4576,4.0,3.0,4.0,7625.0,1-5,2754.0,2.1,Sector 49,2,0
4577,3.0,3.0,2.0,7122.0,1-5,1755.0,1.25,Sector 83,4,1
4578,3.0,3.0,4.0,10434.0,1-5,1773.0,1.85,Sector 49,2,0
4579,3.0,3.0,2.0,8076.0,1-5,1300.0,1.05,Sector 82,2,1
4580,3.0,3.0,2.0,7160.0,1-5,2025.0,1.45,Uppals Southend,2,1
4581,2.0,2.0,2.0,5277.0,5-10,1800.0,0.95,Uppals Southend,2,1
4582,2.0,2.0,2.0,7469.0,5-10,1245.0,0.93,Sector 83,5,0
4583,3.0,4.0,4.0,10178.0,0-1,1965.0,2.0,Sector 95,2,0
4584,3.0,4.0,4.0,9200.0,0-1,2262.0,2.1,Sector 79,3,0
4585,2.0,2.0,2.0,8000.0,0-1,1200.0,1.2,Sector 79,5,0
4586,2.0,2.0,2.0,7441.0,Under Construction,1075.0,0.8,Sector 92,4,0
4587,3.0,3.0,4.0,7050.0,0-1,1735.0,1.22,Sector 37C,4,1
4588,2.0,2.0,4.0,7160.0,0-1,1187.0,0.85,Sector 70A,4,1
4589,2.0,2.0,4.0,6586.0,1-5,1245.0,0.82,Sector 83,5,0
4591,4.0,4.0,4.0,10642.0,5-10,2725.0,2.9,Sector 56,3,0
4592,3.0,3.0,3.0,12433.0,Under Construction,1689.0,2.1,Sector 104,5,0
4593,3.0,4.0,3.0,13080.0,0-1,2217.0,2.9,Sector 113 Gurgaon,5,0
4594,3.0,3.0,3.0,10000.0,Under Construction,1500.0,1.5,Sector 79,4,1
4595,3.0,2.0,4.0,8782.0,1-5,1150.0,1.01,Sector 70A,5,0
4596,3.0,2.0,3.0,9130.0,1-5,1150.0,1.05,Sector 70A,5,0
4597,3.0,3.0,4.0,23882.0,5-10,2282.0,5.45,Sector 54,4,0
4598,3.0,3.0,2.0,9000.0,Under Construction,1534.0,1.3,Sector 79,5,1
4599,2.0,2.0,4.0,7127.0,1-5,905.0,0.645,Sector 82,2,1
4600,2.0,2.0,2.0,17378.0,1-5,1381.0,2.4,Sector 108,5,0
4601,4.0,3.0,4.0,7759.0,0-1,2191.0,1.7,Sector 37D,4,0
4602,3.0,3.0,4.0,7777.0,0-1,1800.0,1.4,Sector 37D,4,0
4603,3.0,3.0,2.0,15753.0,10+,1333.0,2.1,DLF Phase 5,5,0
4604,3.0,3.0,4.0,8085.0,1-5,2350.0,1.9,Vigyan Vihar,3,0
4605,3.0,4.0,4.0,8399.0,0-1,2262.0,1.9,Sector 79,3,0
4606,3.0,4.0,4.0,8465.0,0-1,2150.0,1.82,Sector 79,3,0
4607,3.0,3.0,4.0,8292.0,0-1,2050.0,1.7,Sector 79,3,0
4608,2.0,2.0,2.0,8235.0,0-1,1360.0,1.12,Sector 81,5,0
4609,2.0,2.0,4.0,7834.0,0-1,1404.0,1.1,Sector 91,3,0
4610,2.0,2.0,2.0,14207.0,0-1,915.0,1.3,Sector 102,4,0
4611,3.0,4.0,3.0,7035.0,0-1,1990.0,1.4,Sector 37C,4,0
4612,3.0,4.0,3.0,7365.0,0-1,1765.0,1.3,Sector 37C,4,0
4613,3.0,3.0,2.0,11842.0,0-1,1900.0,2.25,Sector 45,3,0
4614,3.0,3.0,3.0,6916.0,0-1,1735.0,1.2,Sector 37C,4,0
4615,3.0,4.0,3.0,12990.0,0-1,2217.0,2.88,Sector 113 Gurgaon,5,0
4616,3.0,3.0,4.0,10000.0,0-1,2700.0,2.7,Sushant Lok Phase 3,3,0
4617,4.0,3.0,4.0,8653.0,1-5,2450.0,2.12,Sector 56,3,0
4618,3.0,3.0,3.0,20300.0,Under Construction,1330.0,2.7,Sector 63A,5,0
4619,3.0,3.0,4.0,10689.0,1-5,1450.0,1.55,Sector 56,3,0
4620,3.0,3.0,4.0,7777.777777777777,1-5,2700.0,2.1,Sector 57,3,0
4621,3.0,3.0,4.0,7714.0,5-10,2100.0,1.62,Sector 56,3,0
4622,3.0,3.0,2.0,11574.074074074077,0-1,2160.0,2.5,South City 2,3,1
4623,4.0,4.0,2.0,10127.314814814816,0-1,3456.0,3.5,South City 2,3,0
4624,3.0,3.0,4.0,8378.0,1-5,1850.0,1.55,Sector 56,3,0
4625,7.0,6.0,4.0,24844.72049689441,1-5,1449.0,3.6,Sector 56,3,1
4626,3.0,3.0,2.0,21036.0,Under Construction,1331.0,2.8,Sector 63A,5,0
4627,2.0,2.0,2.0,9462.0,1-5,930.0,0.88,Sector 70A,4,1
4628,4.0,4.0,3.0,8284.600389863548,0-1,3078.0,2.55,Sector 57,3,1
4629,3.0,3.0,4.0,10126.0,1-5,1585.0,1.61,Sector 82,3,1
4630,3.0,4.0,3.0,11574.074074074077,Under Construction,2160.0,2.5,South City 2,3,0
4631,3.0,4.0,4.0,14295.0,0-1,2973.0,4.25,Sector 59,4,0
4632,3.0,3.0,2.0,12268.518518518518,0-1,2160.0,2.65,Ardee City,2,1
4633,4.0,4.0,4.0,18666.0,5-10,3750.0,7.0,Sector 66,6,0
4634,3.0,4.0,3.0,17408.0,1-5,2470.0,4.3,Sector 47,4,0
4635,4.0,4.0,3.0,10498.08429118774,1-5,2610.0,2.74,Sector 50,3,1
4636,2.0,2.0,3.0,6906.0,1-5,905.0,0.625,Sector 82,2,0
4637,2.0,2.0,2.0,6224.0,1-5,1245.0,0.775,Sector 83,5,0
4638,3.0,2.0,3.0,9000.0,10+,1500.0,1.35,Sector 50,3,1
4639,3.0,3.0,3.0,10333.0,1-5,1500.0,1.55,Sector 50,3,1
4640,2.0,2.0,3.0,6918.0,1-5,1402.0,0.97,Sector 37C,4,0
4641,3.0,2.0,3.0,6684.0,Under Construction,1511.0,1.01,Pataudi Road,1,1
4642,4.0,5.0,4.0,10137.875101378751,0-1,3699.0,3.75,Sector 63,6,1
4643,3.0,3.0,3.0,7407.0,1-5,2160.0,1.6,Sector 82,4,0
4644,2.0,2.0,2.0,6458.0,1-5,1600.0,0.6,Sector 83,2,1
4645,3.0,3.0,2.0,4608.788853161844,10+,2799.0,1.29,Uppals Southend,2,1
4646,2.0,2.0,2.0,5166.666666666667,10+,1800.0,0.93,Uppals Southend,2,1
4647,3.0,3.0,3.0,4787.424080028582,10+,2799.0,1.34,Uppals Southend,2,1
4648,4.0,4.0,4.0,7334.0,5-10,2727.0,2.0,Sector 90,3,0
4649,4.0,5.0,4.0,13289.0,5-10,3612.0,4.8,Sector 67,4,0
4650,4.0,4.0,2.0,23504.273504273504,1-5,2340.0,5.5,Sector 48,2,1
4651,3.0,4.0,3.0,10620.0,5-10,1450.0,1.25,Sector 77,4,0
4652,2.0,2.0,2.0,10105.0,1-5,1310.0,0.96,Sector 91,3,0
4653,2.0,2.0,2.0,7022.0,1-5,1310.0,0.92,Sector 91,3,0
4654,3.0,4.0,3.0,11812.0,0-1,1600.0,1.89,Sector 63A,4,1
4655,4.0,4.0,3.0,16203.703703703704,1-5,2160.0,3.5,Sector 82,4,0
4656,3.0,3.0,4.0,7812.0,0-1,1920.0,1.5,Sector 92,4,0
4657,3.0,3.0,2.0,14074.0,0-1,1850.0,1.9,Sector 46,2,0
4658,3.0,3.0,2.0,9716.0,0-1,2367.0,2.3,Sector 46,2,0
4659,3.0,5.0,3.0,8974.0,0-1,1950.0,1.75,Sector 70,3,1
4660,4.0,4.0,3.0,7333.0,0-1,4500.0,3.3,Sector 67,3,1
4661,3.0,4.0,4.0,11621.0,1-5,2150.0,2.15,Sector 70A,4,0
4662,1.0,1.0,1.0,15921.0,1-5,1319.0,2.1,Sector 48,3,1
4663,3.0,3.0,4.0,9933.0,0-1,1789.0,1.49,Sector-33 Sohna,4,1
4664,3.0,3.0,4.0,8529.0,5-10,1700.0,1.45,Vigyan Vihar,3,1
4665,2.0,2.0,2.0,12000.0,10+,950.0,1.14,DLF Phase 3,3,1
4666,3.0,2.0,3.0,7446.0,5-10,1880.0,1.4,Sector 109,1,0
4667,3.0,3.0,4.0,8035.0,1-5,1929.0,1.55,Sector 86,4,0
4668,3.0,3.0,3.0,8888.0,0-1,2025.0,1.8,Sector 77,6,1
4669,2.0,2.0,1.0,4569.0,1-5,743.0,0.34,Sohna,0,1
4670,4.0,4.0,1.0,8080.80808080808,1-5,990.0,0.8,New Palam Vihar Phase 1,1,1
4671,3.0,3.0,1.0,5714.0,1-5,1400.0,0.8,Sai Kunj,2,1
4672,3.0,3.0,1.0,4583.0,1-5,1200.0,0.55,Sai Kunj,2,1
4673,3.0,3.0,3.0,7214.0,5-10,1802.0,1.3,Sector 71,5,0
4674,3.0,4.0,3.0,12096.0,1-5,2095.0,2.25,Sector 109,4,1
4675,4.0,6.0,3.0,17496.0,1-5,3715.0,6.5,Sector 47,4,0
4676,3.0,3.0,3.0,9934.0,0-1,1832.0,1.82,Sector 37D,4,1
4677,3.0,3.0,3.0,8390.0,0-1,2050.0,1.72,Sector 79,3,0
4678,3.0,4.0,3.0,8279.0,0-1,2150.0,1.78,Sector 79,3,0
4679,4.0,3.0,3.0,15131.0,Under Construction,1487.0,2.25,Sector 84,4,1
4680,3.0,3.0,2.0,6944.0,5-10,2160.0,1.5,Sushant Lok Phase 2,3,1
4681,4.0,4.0,3.0,13169.0,1-5,2650.0,3.49,Sector 67,4,0
4682,3.0,5.0,3.0,17611.0,5-10,2470.0,4.35,Sector 47,4,0
4683,4.0,5.0,2.0,9592.0,0-1,2700.0,2.59,Sushant Lok Phase 3,3,1
4684,3.0,2.0,2.0,8660.0,1-5,1836.0,1.59,Sector 57,3,1
4685,4.0,4.0,2.0,9262.0,1-5,2386.0,2.21,Sector 57,3,1
4686,5.0,5.0,4.0,22916.666666666668,1-5,1440.0,3.3,Sector 57,3,1
4687,5.0,5.0,4.0,22286.821705426355,5-10,1548.0,3.45,Sushant Lok Phase 2,3,1
4688,4.0,4.0,4.0,8833.0,5-10,4200.0,3.71,Sector 56,3,1
4689,3.0,3.0,2.0,9085.0,1-5,1750.0,1.59,Sector 57,3,1
4690,3.0,3.0,2.0,4518.0,5-10,2700.0,1.22,Sushant Lok Phase 2,4,1
4691,2.0,2.0,2.0,13921.0,1-5,1020.0,1.42,Sector 65,4,1
4692,3.0,4.0,3.0,15012.0,1-5,2358.0,3.54,Sector 67,4,0
4693,4.0,4.0,4.0,25714.0,0-1,3500.0,9.0,DLF Phase 5,4,1
4694,2.0,2.0,2.0,14215.0,1-5,1020.0,1.45,Sector 65,4,1
4695,2.0,2.0,3.0,7777.0,0-1,1350.0,1.05,Sector 88B,3,1
4696,2.0,2.0,3.0,11397.0,0-1,1400.0,1.59,Sector 74,6,0
4697,2.0,2.0,2.0,16800.0,1-5,1470.0,2.1,Sector 67,4,0
4698,3.0,3.0,3.0,14540.0,1-5,1650.0,2.39,Sector 65,2,1
4699,4.0,4.0,3.0,15142.0,1-5,3150.0,4.24,Sector 65,6,1
4700,4.0,4.0,3.0,12000.0,1-5,1750.0,2.1,Sector 65,6,1
4701,3.0,3.0,3.0,12121.0,1-5,1650.0,2.0,Sector 65,2,0
4702,3.0,3.0,2.0,8986.0,0-1,1836.0,1.65,Sector 21,2,1
4703,3.0,3.0,2.0,10076.0,0-1,1836.0,1.85,Sector 22,2,1
4704,3.0,3.0,2.0,9028.0,0-1,2459.0,2.22,Palam Vihar,2,1
4705,3.0,3.0,2.0,8877.0,0-1,1836.0,1.63,Sector 22,2,1
4706,3.0,3.0,2.0,9313.0,0-1,1836.0,1.71,Sector 22,2,1
4707,3.0,3.0,2.0,13200.0,1-5,1836.0,1.65,Sector 23,2,1
4708,3.0,3.0,3.0,8125.0,10+,1600.0,1.3,Sushant Lok Phase 3,4,0
4709,3.0,3.0,0.0,10752.0,1-5,1581.0,1.7,Sector 82,2,0
4710,4.0,3.0,3.0,8000.0,10+,2000.0,1.6,Sushant Lok Phase 3,3,1
4711,3.0,4.0,4.0,8333.333333333334,10+,2700.0,2.25,DLF Phase 2,3,0
4712,4.0,4.0,4.0,8000.0,10+,4500.0,3.6,DLF Phase 1,3,1
4713,4.0,4.0,3.0,23076.0,10+,4200.0,9.0,Sector 54,3,0
4714,4.0,4.0,3.0,10888.888888888889,0-1,4500.0,4.9,DLF Phase 3,3,0
4715,4.0,3.0,2.0,14814.814814814816,0-1,2700.0,4.0,DLF Phase 1,4,0
4716,4.0,4.0,3.0,15555.555555555557,0-1,4500.0,7.0,DLF Phase 1,4,0
4717,4.0,4.0,3.0,16666.666666666668,0-1,2700.0,4.5,DLF Phase 1,4,0
4718,4.0,4.0,3.0,14444.444444444443,0-1,4500.0,6.5,DLF Phase 1,4,0
4719,4.0,6.0,4.0,21428.0,10+,3500.0,7.5,Sector 54,3,0
4720,4.0,4.0,3.0,22185.0,10+,3065.0,6.8,Sector 54,3,0
4721,4.0,6.0,3.0,27256.0,5-10,4953.0,13.4998968,Sector 54,5,0
4722,3.0,4.0,4.0,25214.0,5-10,1983.0,5.0,Sector 54,4,0
4723,4.0,4.0,4.0,6500.0,5-10,3400.0,2.55,Sector 49,2,0
4724,4.0,4.0,2.0,27131.782945736435,10+,1935.0,5.25,Sushant Lok Phase 1,3,0
4725,4.0,4.0,3.0,7072.0,1-5,2193.0,1.55,Sector 71,5,0
4726,3.0,3.0,3.0,7098.0,1-5,1620.0,1.15,Sector 71,5,0
4727,4.0,4.0,4.0,5548.0,1-5,2433.0,1.35,Sector 71,5,0
4728,3.0,4.0,2.0,6884.0,1-5,1743.0,1.2,Sector 71,5,0
4729,4.0,5.0,4.0,22919.0,0-1,3185.0,7.3,MG Road,4,1
4730,4.0,4.0,2.0,12500.0,0-1,3600.0,4.5,DLF Phase 2,2,0
4731,4.0,4.0,2.0,13888.888888888889,0-1,3600.0,5.0,DLF Phase 2,2,0
4732,4.0,5.0,2.0,12437.810945273632,0-1,3618.0,4.5,DLF Phase 2,3,0
4733,3.0,4.0,3.0,10943.0,1-5,1950.0,1.6,Sector 70,3,0
4734,3.0,3.0,4.0,7460.0,1-5,1890.0,1.41,Sector 84,5,0
4735,2.0,2.0,3.0,7720.0,1-5,1360.0,1.05,Sector 81,5,0
4736,3.0,3.0,3.0,18278.75095201828,Under Construction,1313.0,2.4,Sector 85,4,0
4737,3.0,3.0,3.0,14318.35491241432,Under Construction,1313.0,1.88,Sector 85,4,0
4738,3.0,4.0,3.0,8596.0,1-5,2408.0,2.07,Sector 85,4,0
4739,2.0,2.0,3.0,7719.0,1-5,1425.0,1.1,Sector 84,5,0
4740,4.0,4.0,4.0,10773.0,Under Construction,2600.0,2.8,Sector 85,4,0
4741,4.0,4.0,4.0,9333.0,1-5,2325.0,2.17,Sector 92,4,0
4742,4.0,4.0,4.0,9548.0,1-5,2325.0,2.22,Sector 92,4,0
4743,4.0,4.0,4.0,9247.0,1-5,2325.0,2.15,Sector 92,4,0
4744,4.0,5.0,4.0,12091.0,1-5,3060.0,3.7,Sector 86,3,0
4745,2.0,2.0,3.0,10506.0,1-5,1480.0,1.55,Sector 86,3,0
4746,4.0,4.0,4.0,8419.0,1-5,2215.0,1.87,Sector 90,3,0
4747,4.0,5.0,4.0,6024.0,1-5,2324.0,1.4,Sector 104,6,1
4748,4.0,5.0,4.0,15489.130434782608,Under Construction,1840.0,2.85,Sector 85,4,0
4749,4.0,4.0,4.0,9247.0,1-5,2325.0,2.15,Sector 92,4,0
4751,2.0,2.0,4.0,7228.0,1-5,1425.0,1.03,Sector 84,5,0
4752,3.0,3.0,4.0,10733.0,1-5,1890.0,1.42,Sector 84,5,0
4753,4.0,5.0,4.0,10773.0,Under Construction,2599.0,2.8,Sector 85,4,0
4754,4.0,4.0,4.0,9505.0,1-5,2325.0,2.21,Sector 92,4,0
4755,2.0,2.0,3.0,10472.0,1-5,1480.0,1.55,Sector 86,3,0
4756,4.0,4.0,4.0,8397.0,1-5,2215.0,1.86,Sector 90,3,0
4757,4.0,5.0,2.0,10361.0,1-5,3185.0,3.3,Sector 81,4,0
4758,4.0,5.0,4.0,12091.0,1-5,3060.0,3.7,Sector 86,3,0
4759,2.0,2.0,3.0,7719.0,1-5,1425.0,1.1,Sector 84,5,0
4760,2.0,2.0,3.0,7720.0,1-5,1360.0,1.05,Sector 81,5,0
4761,3.0,4.0,3.0,8513.0,1-5,2408.0,2.05,Sector 85,4,0
4762,3.0,3.0,4.0,7407.0,1-5,1890.0,1.4,Sector 84,5,0
4763,4.0,4.0,4.0,10619.0,Under Construction,2599.0,2.76,Sector 85,4,0
4764,4.0,4.0,4.0,9505.0,1-5,2325.0,2.21,Sector 92,1,0
4765,4.0,4.0,4.0,8352.0,1-5,2215.0,1.85,Sector 90,3,0
4766,2.0,2.0,4.0,7200.0,0-1,1385.0,0.9972,Sector 106,6,0
4767,4.0,5.0,4.0,9246.0,1-5,2812.0,2.6,Sector 85,4,0
4768,4.0,5.0,4.0,8890.0,1-5,2812.0,2.5,Sector 85,4,0
4769,3.0,4.0,4.0,6332.0,1-5,1446.0,0.98,Sector 104,6,1
4770,4.0,5.0,4.0,12258.0,1-5,3060.0,3.75,Sector 86,3,0
4771,2.0,2.0,3.0,10472.0,1-5,1480.0,1.55,Sector 86,3,0
4772,4.0,4.0,4.0,10580.0,Under Construction,2599.0,2.75,Sector 85,4,1
4773,3.0,3.0,3.0,10278.0,Under Construction,2189.0,2.25,Sector 85,4,0
4774,3.0,3.0,4.0,10114.0,Under Construction,1829.0,1.85,Sector 85,4,0
4775,2.0,2.0,1.0,9712.0,Under Construction,1390.0,1.35,Sector 85,4,1
4777,3.0,3.0,4.0,6750.0,1-5,2000.0,1.35,Sector 84,4,0
4778,3.0,4.0,4.0,8604.0,1-5,2150.0,1.85,Sector 79,3,0
4779,3.0,3.0,4.0,8684.0,1-5,2015.0,1.75,Sector 79,3,0
4780,3.0,4.0,4.0,7327.0,1-5,2320.0,1.7,Sector 91,3,0
4781,4.0,5.0,4.0,12254.0,1-5,3060.0,3.75,Sector 86,3,0
4782,3.0,3.0,1.0,8812.0,1-5,1929.0,1.7,Sector 86,4,0
4783,3.0,4.0,4.0,8490.0,1-5,2120.0,1.8,Sector 92,4,0
4784,3.0,4.0,4.0,8962.0,1-5,2120.0,1.9,Sector 92,4,0
4785,3.0,4.0,4.0,8521.0,1-5,1995.0,1.7,Sector 92,4,0
4786,3.0,3.0,3.0,10114.0,Under Construction,1829.0,1.85,Sector 85,4,0
4787,3.0,3.0,2.0,6685.0,1-5,1750.0,1.17,Sector 84,5,0
4788,4.0,5.0,2.0,10266.0,1-5,3185.0,3.27,Sector 81,4,0
4789,4.0,4.0,4.0,9032.0,1-5,2325.0,2.1,Sector 92,4,0
4790,4.0,4.0,4.0,11490.0,1-5,2215.0,1.85,Sector 90,3,0
4791,4.0,4.0,4.0,10580.0,Under Construction,2599.0,2.75,Sector 85,4,0
4792,4.0,5.0,2.0,10298.0,1-5,3185.0,3.28,Sector 81,4,0
4793,3.0,3.0,3.0,11339.0,0-1,1852.0,2.1,Sector 102,4,1
4794,4.0,4.0,3.0,8222.0,1-5,2250.0,1.85,Sector 79,3,0
4795,2.0,3.0,3.0,11880.0,1-5,2441.0,2.9,Sector 112,4,0
4796,3.0,3.0,4.0,11632.0,1-5,2450.0,2.85,Sector 104,6,0
4797,2.0,3.0,3.0,11705.0,1-5,1700.0,1.99,Sector 104,6,0
4798,2.0,2.0,2.0,11290.0,1-5,1550.0,1.75,Sector 104,6,0
4799,3.0,3.0,3.0,15363.0,Under Construction,1855.0,2.85,Sector 106,5,0
4800,3.0,5.0,3.0,7260.0,0-1,1997.0,1.45,Sector 99A,5,0
4801,2.0,2.0,3.0,10472.0,1-5,1480.0,1.55,Sector 86,3,0
