,PREFERENCE,PROPERTY_TYPE,BEDROOM_NUM,BATHROOM_NUM,BALCONY_NUM,PRICE_PER_UNIT_AREA,FURNISH,AGE,FLOOR_NUM,TOTAL_FLOOR,SUPERBUILTUP_SQFT,PRICE,LOCALITY_WO_CITY,stories
6136,S,Residential Apartment,3.0,4,4.0,16934.0,,0-1,10.0,16.0,1950.0,2.1,Sector 83,single
6137,S,Independent/Builder Floor,3.0,3,2.0,5401.234567901234,Semi-furnished,5-10,2.0,3.0,2592.0,1.4,Sector 49,single
6138,S,Independent/Builder Floor,4.0,4,2.0,10555.555555555555,Semi-furnished,0-1,4.0,4.0,2700.0,2.85,Sector 48,single
6139,S,Residential Apartment,2.0,2,2.0,6024.0,Semi-furnished,1-5,19.0,21.0,1245.0,0.75,Sector 83,single
6140,S,Residential Apartment,4.0,4,3.0,14000.0,Semi-furnished,Under Construction,20.0,34.0,2750.0,3.85,Sector 106,single
6141,S,Residential Apartment,3.0,4,3.0,19714.0,Semi-furnished,1-5,-1.0,32.0,2086.0,2.35,Sector 82A,single
6142,S,Residential Apartment,4.0,4,3.0,17142.0,Semi-furnished,Under Construction,-1.0,26.0,1505.0,2.58,Sector 102,single
6143,S,Residential Apartment,3.0,4,4.0,8087.0,Unfurnished,1-5,17.0,19.0,1929.0,1.56,Sector 86,single
6144,S,Independent/Builder Floor,3.0,3,4.0,9302.32558139535,Semi-furnished,5-10,0.0,2.0,1935.0,1.8,Uppals Southend,single
6145,S,Independent/Builder Floor,4.0,5,4.0,12499.0,Semi-furnished,0-1,2.0,4.0,4000.0,5.0,"Block-A, DLF City Phase 1",single
6146,S,Independent/Builder Floor,3.0,3,2.0,12000.0,Semi-furnished,0-1,1.0,4.0,2250.0,2.7,DLF Phase 2,single
6147,S,Independent/Builder Floor,3.0,3,2.0,14250.0,Semi-furnished,0-1,2.0,4.0,1600.0,2.28,DLF Phase 2,single
6148,S,Residential Apartment,4.0,4,4.0,19776.0,Semi-furnished,1-5,10.0,32.0,2273.0,2.65,Sector 82A,single
6149,S,Residential Apartment,3.0,3,4.0,7700.0,Semi-furnished,1-5,10.0,29.0,1818.0,1.4,Sector 90,single
6150,S,Residential Apartment,3.0,4,4.0,13816.0,Semi-furnished,0-1,7.0,18.0,2895.0,4.0,Sector 53,single
6151,S,Independent/Builder Floor,4.0,5,2.0,12857.0,Semi-furnished,0-1,2.0,4.0,3500.0,4.5,DLF Phase 1,single
6152,S,Residential Apartment,3.0,5,3.0,8307.0,Unfurnished,1-5,9.0,18.0,1950.0,1.62,Sector 70,single
6153,S,Residential Apartment,3.0,3,2.0,8484.0,Unfurnished,1-5,12.0,29.0,1744.0,1.4,Sector 90,single
6154,S,Residential Apartment,2.0,2,3.0,9111.0,Unfurnished,1-5,1.0,18.0,1350.0,1.23,Sector 70,single
6155,S,Residential Apartment,3.0,5,3.0,8358.0,Unfurnished,1-5,12.0,18.0,1950.0,1.63,Sector 70,single
6156,S,Residential Apartment,3.0,5,3.0,8384.0,Unfurnished,1-5,3.0,18.0,1950.0,1.63,Sector 70,single
6157,S,Residential Apartment,3.0,3,1.0,9435.0,Semi-furnished,0-1,6.0,18.0,1950.0,1.84,Sector 70,single
6158,S,Independent/Builder Floor,3.0,2,2.0,5555.555555555556,Semi-furnished,5-10,2.0,2.0,1980.0,1.1,Uppals Southend,single
6159,S,Residential Apartment,3.0,2,2.0,6806.0,Semi-furnished,0-1,12.0,18.0,1616.0,1.25,Sector 77,single
6160,S,Independent/Builder Floor,4.0,5,3.0,7777.777777777777,Unfurnished,0-1,3.0,4.0,4500.0,3.5,Uppals Southend,single
6161,S,Residential Apartment,2.0,2,3.0,9238.0,Semi-furnished,1-5,10.0,15.0,1050.0,0.97,Sector 108,single
6162,S,Residential Apartment,3.0,3,3.0,10394.0,Unfurnished,5-10,31.0,32.0,1799.0,1.87,Sector 82A,single
6163,S,Residential Apartment,3.0,4,4.0,6896.0,Unfurnished,1-5,4.0,13.0,2320.0,1.6,Sector 91,single
6164,S,Residential Apartment,2.0,2,1.0,8283.0,Unfurnished,0-1,7.0,13.0,501.0,0.415,Sector 86,single
6165,S,Residential Apartment,4.0,4,4.0,10481.0,Unfurnished,5-10,18.0,32.0,2576.0,2.7,Sector 82A,single
6166,S,Residential Apartment,4.0,4,4.0,12356.0,Unfurnished,5-10,25.0,29.0,2792.0,3.45,Sector 81,single
6167,S,Residential Apartment,3.0,3,4.0,9625.0,Unfurnished,1-5,27.0,32.0,1818.0,1.75,Sector 82A,single
6168,S,Residential Apartment,2.0,2,2.0,6641.0,Unfurnished,1-5,9.0,13.0,1310.0,0.87,Sector 91,single
6169,S,Residential Apartment,4.0,4,4.0,13439.0,Unfurnished,5-10,11.0,19.0,2753.0,3.7,Sector 81,single
6170,S,Residential Apartment,3.0,3,4.0,6981.0,Unfurnished,5-10,1.0,13.0,1862.0,1.3,Sector 91,single
6171,S,Residential Apartment,2.0,2,1.0,7784.0,Unfurnished,0-1,5.0,13.0,501.0,0.39,Sector 86,single
6172,S,Residential Apartment,2.0,2,1.0,7281.0,Semi-furnished,0-1,8.0,14.0,515.0,0.375,Sector 86,single
6173,S,Residential Apartment,3.0,4,4.0,11233.0,Unfurnished,1-5,18.0,29.0,2092.0,2.35,Sector 81,single
6174,S,Residential Apartment,3.0,4,4.0,7554.0,Unfurnished,1-5,15.0,27.0,2290.0,1.73,Sector 104,single
6175,S,Residential Apartment,2.0,2,3.0,4769.0,Unfurnished,1-5,4.0,13.0,1300.0,0.62,Sector 90,single
6176,S,Independent/Builder Floor,4.0,4,2.0,18636.0,Semi-furnished,1-5,2.0,4.0,3050.0,4.1,DLF Phase 2,single
6177,S,Residential Apartment,3.0,4,4.0,13281.0,Semi-furnished,10+,3.0,9.0,3200.0,4.25,DLF Phase 3,single
6178,S,Residential Apartment,3.0,3,4.0,7083.0,Semi-furnished,5-10,5.0,9.0,2400.0,1.7,Sector 56,single
6179,S,Residential Apartment,4.0,3,4.0,7550.0,Semi-furnished,5-10,6.0,9.0,2016.0,1.51,Sector 56,single
6180,S,Residential Apartment,3.0,3,2.0,14516.0,Semi-furnished,10+,19.0,22.0,1550.0,2.25,DLF Phase 4,single
6181,S,Residential Apartment,4.0,4,3.0,27000.0,Semi-furnished,5-10,24.0,30.0,2704.0,7.33,Sector 54,single
6183,S,Independent/Builder Floor,4.0,5,4.0,12726.870296591413,Semi-furnished,0-1,4.0,4.0,4518.0,5.75,DLF Phase 1,single
6184,S,Independent/Builder Floor,4.0,4,4.0,13833.554670208057,Semi-furnished,0-1,2.0,4.0,4518.0,6.25,DLF Phase 1,single
6185,S,Residential Apartment,4.0,4,3.0,27000.0,,1-5,9.0,30.0,2550.0,6.95,Sector 54,single
6186,S,Residential Apartment,4.0,4,3.0,26000.0,Unfurnished,5-10,12.0,30.0,2704.0,7.0,Sector 54,single
6187,S,Residential Apartment,3.0,4,3.0,14193.0,Semi-furnished,1-5,8.0,24.0,1889.0,2.2,Sector 102,single
6188,S,Residential Apartment,2.0,2,3.0,15500.0,Semi-furnished,Under Construction,11.0,26.0,1349.0,1.55,Sector 102,single
6189,S,Residential Apartment,3.0,2,2.0,10439.0,Semi-furnished,Under Construction,15.0,35.0,1389.0,1.45,Sector 104,single
6190,S,Residential Apartment,3.0,3,3.0,10306.0,Semi-furnished,1-5,12.0,24.0,1698.0,1.75,Sector 102,single
6191,S,Residential Apartment,4.0,4,4.0,9784.0,Semi-furnished,Under Construction,6.0,24.0,4650.0,4.55,Sector 102,single
6192,S,Residential Apartment,3.0,3,4.0,8250.0,Unfurnished,1-5,10.0,18.0,2000.0,1.65,Sector 103,single
6193,S,Residential Apartment,3.0,3,2.0,4545.0,Furnished,Under Construction,3.0,3.0,2860.0,1.3,Sector 95,single
6194,S,Residential Apartment,3.0,2,2.0,7692.0,Furnished,Under Construction,1.0,3.0,1495.0,1.15,Sector 95,single
6195,S,Residential Apartment,3.0,2,2.0,7090.0,Furnished,Under Construction,2.0,3.0,1495.0,1.06,Sector 95,single
6196,S,Independent/Builder Floor,3.0,3,2.0,6271.0,Semi-furnished,Under Construction,3.0,3.0,1754.0,1.1,Sector 95,single
6197,S,Residential Apartment,4.0,4,3.0,23000.0,Semi-furnished,10+,14.0,30.0,2704.0,6.4,Sector 54,single
6198,S,Residential Apartment,3.0,4,4.0,25000.0,Semi-furnished,10+,10.0,30.0,1975.0,5.0,Sector 54,single
6199,S,Residential Apartment,4.0,4,3.0,24000.0,Semi-furnished,10+,11.0,30.0,2704.0,6.5,Sector 54,single
6200,S,Residential Apartment,3.0,4,3.0,25000.0,Semi-furnished,10+,20.0,30.0,2282.0,5.8,Sector 54,single
6201,S,Residential Apartment,2.0,2,3.0,5775.0,Unfurnished,1-5,7.0,18.0,1264.0,0.73,Sohna,single
6202,S,Residential Apartment,2.0,2,2.0,7046.0,Semi-furnished,1-5,5.0,14.0,517.0,0.365,Sohna,single
6203,S,Residential Apartment,2.0,2,3.0,6327.0,,1-5,9.0,14.0,600.0,0.38,Sohna,single
6204,S,Residential Apartment,3.0,3,3.0,10000.0,Unfurnished,Under Construction,15.0,22.0,1500.0,1.5,Sector-33 Sohna,single
6205,S,Residential Apartment,2.0,2,2.0,9500.0,Unfurnished,1-5,7.0,30.0,1260.0,0.76,Sector 68,single
6207,S,Residential Apartment,3.0,3,3.0,23699.0,Semi-furnished,1-5,1.0,13.0,1310.0,2.05,Sector 65,single
6208,S,Residential Apartment,3.0,4,4.0,10388.0,Semi-furnished,5-10,3.0,19.0,1877.0,1.95,Nirvana Country,single
6209,S,Residential Apartment,4.0,5,4.0,13049.0,Semi-furnished,5-10,3.0,12.0,3410.0,4.45,Sector 28,single
6210,S,Independent/Builder Floor,3.0,3,2.0,8636.788048552755,Semi-furnished,0-1,3.0,4.0,2142.0,1.85,Sector 52,single
6211,S,Independent/Builder Floor,3.0,3,3.0,8260.0,Semi-furnished,0-1,3.0,4.0,2300.0,1.9,Sector 63A,single
6212,S,Independent/Builder Floor,3.0,3,2.0,9444.0,Semi-furnished,0-1,2.0,4.0,1800.0,1.7,Sector 52,single
6213,S,Residential Apartment,3.0,3,3.0,6590.0,Semi-furnished,5-10,5.0,9.0,2200.0,1.45,Sector 56,single
6214,S,Residential Apartment,4.0,3,4.0,13446.0,Semi-furnished,1-5,9.0,14.0,2350.0,3.16,Sector 67,single
6215,S,Residential Apartment,2.0,2,3.0,10339.0,Semi-furnished,1-5,3.0,19.0,1296.0,1.34,Sector 67A,single
6216,S,Independent/Builder Floor,4.0,4,2.0,13636.0,Semi-furnished,0-1,4.0,4.0,3300.0,4.5,A Block Sushant Lok Phase 1,single
6217,S,Independent/Builder Floor,4.0,4,2.0,9716.941275876638,,0-1,1.0,4.0,2367.0,2.3,Sector 57,single
6218,S,Independent House/Villa,5.0,5,4.0,21929.824561403508,Unfurnished,5-10,3.0,3.0,3420.0,7.5,Chakkarpur,multi
6220,S,Independent/Builder Floor,3.0,3,3.0,13440.0,Semi-furnished,0-1,2.0,4.0,1710.0,1.68,Sushant Lok Phase 3,single
6221,S,Independent/Builder Floor,3.0,3,2.0,13440.0,Semi-furnished,0-1,1.0,4.0,1710.0,1.68,Sector 57,single
6222,S,Residential Apartment,3.0,3,1.0,10000.0,,Under Construction,3.0,3.0,1534.0,1.5,Sector 79,single
6223,S,Residential Apartment,3.0,2,2.0,8551.0,Unfurnished,Under Construction,8.0,32.0,1450.0,1.24,Sector 83,single
6224,S,Independent/Builder Floor,3.0,3,2.0,7241.0,Semi-furnished,10+,2.0,2.0,1450.0,1.05,Sector 57,single
6225,S,Residential Apartment,3.0,3,3.0,12939.0,Semi-furnished,Under Construction,32.0,47.0,1932.0,2.5,Sector 65,single
6226,S,Residential Apartment,3.0,3,3.0,13402.0,Semi-furnished,Under Construction,18.0,47.0,1828.0,2.45,Sector 65,single
6227,S,Residential Apartment,2.0,2,3.0,13084.0,Semi-furnished,Under Construction,26.0,35.0,1261.0,1.65,Sector 65,single
6228,S,Residential Apartment,2.0,2,3.0,13049.0,Semi-furnished,Under Construction,12.0,35.0,1433.0,1.87,Sector 65,single
6229,S,Residential Apartment,4.0,4,4.0,12867.0,Semi-furnished,1-5,5.0,14.0,2685.0,3.45,Sector 67,single
6230,S,Residential Apartment,4.0,4,4.0,16757.0,Semi-furnished,1-5,19.0,21.0,3103.0,5.2,Sector 67,single
6231,S,Residential Apartment,4.0,5,4.0,14411.0,Semi-furnished,1-5,13.0,51.0,3192.0,4.6,Sector 67,single
6232,S,Independent/Builder Floor,3.0,3,3.0,10917.0,Semi-furnished,Under Construction,1.0,3.0,1832.0,2.0,Sector 63A,single
6233,S,Residential Apartment,3.0,3,3.0,13540.0,Semi-furnished,1-5,16.0,51.0,2511.0,3.4,Sector 67,single
6234,S,Residential Apartment,4.0,4,3.0,16684.0,Semi-furnished,1-5,4.0,51.0,2847.0,4.75,Sector 67,single
6235,S,Residential Apartment,2.0,2,2.0,13057.0,Semi-furnished,1-5,5.0,51.0,1570.0,2.05,Sector 67,single
6236,S,Residential Apartment,3.0,3,3.0,17727.0,Semi-furnished,1-5,39.0,51.0,2821.0,3.9,Sector 67,single
6237,S,Independent House/Villa,4.0,5,3.0,24305.555555555555,Semi-furnished,10+,2.0,2.0,1728.0,4.2,Sector 57,multi
6238,S,Residential Apartment,2.0,2,2.0,15555.0,Semi-furnished,0-1,10.0,14.0,1356.0,1.4,Sector 67A,single
6239,S,Independent/Builder Floor,4.0,4,2.0,14193.0,Semi-furnished,0-1,1.0,4.0,1550.0,2.2,Sector 57,single
6241,S,Residential Apartment,3.0,4,4.0,10612.0,Semi-furnished,1-5,12.0,29.0,2450.0,2.6,Sector 104,single
6242,S,Residential Apartment,3.0,3,3.0,10167.0,Semi-furnished,0-1,9.0,14.0,1967.0,2.0,Sector 67A,single
6243,S,Residential Apartment,3.0,3,2.0,17207.0,Semi-furnished,0-1,7.0,14.0,1727.0,1.75,Sector 67A,single
6244,S,Residential Apartment,3.0,3,3.0,13600.0,Semi-furnished,Under Construction,9.0,35.0,2290.0,3.11,Sector 76,single
6245,S,Independent/Builder Floor,4.0,4,2.0,13333.0,Semi-furnished,0-1,3.0,4.0,2250.0,3.0,Sector 52,single
6246,S,Independent/Builder Floor,4.0,4,2.0,12758.0,Semi-furnished,0-1,2.0,4.0,1450.0,1.85,Sector 52,single
6247,S,Independent/Builder Floor,4.0,4,2.0,11212.0,Semi-furnished,0-1,3.0,4.0,1650.0,1.85,Sector 52,single
6248,S,Residential Apartment,2.0,2,2.0,10714.0,Semi-furnished,10+,0.0,3.0,875.0,0.75,Sector 57,single
6249,S,Independent/Builder Floor,3.0,3,3.0,9257.0,Semi-furnished,1-5,4.0,4.0,1750.0,1.62,Sector 57,single
6250,S,Residential Apartment,3.0,4,3.0,12278.0,,5-10,5.0,11.0,2370.0,2.91,Sector 57,single
6251,S,Residential Apartment,2.0,3,2.0,7777.0,Semi-furnished,10+,11.0,13.0,1350.0,1.05,Sector 57,single
6252,S,Residential Apartment,4.0,4,4.0,12139.0,Semi-furnished,5-10,6.0,9.0,2600.0,2.61,Sector 56,single
6253,S,Residential Apartment,3.0,3,4.0,15441.0,Semi-furnished,0-1,3.0,4.0,1878.0,2.9,Sector 63,single
6254,S,Residential Apartment,4.0,4,2.0,15696.0,Semi-furnished,5-10,2.0,4.0,1975.0,3.1,Sector 65,single
6255,S,Residential Apartment,3.0,3,2.0,13513.0,Semi-furnished,5-10,2.0,4.0,1850.0,2.5,Sector 65,single
6256,S,Independent/Builder Floor,4.0,4,3.0,14062.0,Semi-furnished,Under Construction,4.0,4.0,3200.0,4.5,Sector 65,single
6257,S,Independent/Builder Floor,4.0,5,3.0,11818.0,Semi-furnished,0-1,2.0,4.0,3300.0,3.9,Sector 65,single
6258,S,Residential Apartment,3.0,4,3.0,25000.0,,5-10,12.0,19.0,3200.0,8.0,Sector 65,single
6259,S,Residential Apartment,4.0,6,3.0,22174.0,Semi-furnished,1-5,27.0,34.0,4690.0,10.399606,Sector 62,single
6260,S,Residential Apartment,3.0,5,2.0,22870.0,Semi-furnished,1-5,9.0,34.0,3498.0,8.0,Sector 62,single
6261,S,Residential Apartment,3.0,3,3.0,11771.0,Semi-furnished,0-1,9.0,22.0,1852.0,2.18,Sector 102,single
6262,S,Residential Apartment,5.0,7,4.0,17293.0,Semi-furnished,1-5,8.0,20.0,4337.0,7.5,Sector 62,single
6263,S,Residential Apartment,4.0,4,3.0,17994.0,Semi-furnished,1-5,15.0,27.0,3890.0,7.0,Sector 62,single
6264,S,Residential Apartment,4.0,5,3.0,19031.0,Semi-furnished,1-5,8.0,27.0,2995.0,5.7,Sector 62,single
6265,S,Residential Apartment,3.0,3,3.0,18332.0,Semi-furnished,1-5,14.0,20.0,2782.0,5.1,Sector 62,single
6266,S,Residential Apartment,4.0,4,3.0,8472.0,Semi-furnished,5-10,2.0,3.0,3600.0,3.05,Sector 65,single
6267,S,Residential Apartment,3.0,3,3.0,8739.0,Semi-furnished,5-10,1.0,3.0,2403.0,2.1,Sector 65,single
6268,S,Residential Apartment,4.0,3,3.0,11851.0,Semi-furnished,5-10,1.0,3.0,2700.0,3.2,Sector 65,single
6269,S,Residential Apartment,4.0,4,4.0,7755.0,Furnished,10+,9.0,12.0,2450.0,1.9,Sector 45,single
6271,S,Residential Apartment,2.0,2,2.0,17238.0,Semi-furnished,0-1,11.0,32.0,1508.0,2.6,Sector 62,single
6272,S,Residential Apartment,3.0,3,4.0,22972.972972972973,Semi-furnished,0-1,25.0,32.0,1850.0,4.25,Sector 62,single
6273,S,Independent/Builder Floor,3.0,3,0.0,11571.0,Furnished,10+,0.0,2.0,1500.0,1.62,Sector 52,single
6274,S,Residential Apartment,4.0,4,4.0,8700.0,Semi-furnished,5-10,14.0,26.0,3434.0,2.61,Sector 84,single
6275,S,Residential Apartment,4.0,4,4.0,8166.0,Semi-furnished,5-10,24.0,26.0,3434.0,2.45,Sector 84,single
6276,S,Residential Apartment,4.0,4,3.0,8333.0,Semi-furnished,5-10,10.0,26.0,3434.0,2.5,Sector 84,single
6277,S,Residential Apartment,3.0,3,3.0,10437.0,Semi-furnished,5-10,10.0,26.0,2067.0,1.67,Sector 84,single
6278,S,Residential Apartment,3.0,3,4.0,16303.0,Semi-furnished,1-5,5.0,5.0,1650.0,2.69,Sector 65,single
6279,S,Residential Apartment,3.0,3,2.0,16363.0,Semi-furnished,1-5,5.0,5.0,1650.0,2.7,Sector 65,single
6280,S,Residential Apartment,3.0,3,3.0,8466.0,Semi-furnished,5-10,21.0,26.0,2067.0,1.75,Sector 84,single
6281,S,Residential Apartment,3.0,3,3.0,10125.0,Semi-furnished,5-10,7.0,26.0,1963.0,1.62,Sector 84,single
6282,S,Residential Apartment,3.0,3,3.0,10000.0,Semi-furnished,5-10,23.0,26.0,2244.0,1.8,Sector 84,single
6283,S,Residential Apartment,3.0,3,3.0,10000.0,Semi-furnished,5-10,11.0,26.0,1963.0,1.6,Sector 84,single
6284,S,Residential Apartment,2.0,2,3.0,9246.0,Semi-furnished,Under Construction,18.0,32.0,1406.0,1.3,Sector 85,single
6285,S,Residential Apartment,4.0,4,0.0,11984.0,Semi-furnished,5-10,0.0,14.0,2061.0,2.47,Sector 49,single
6286,S,Independent/Builder Floor,3.0,3,2.0,9150.32679738562,Semi-furnished,0-1,2.0,4.0,1836.0,1.68,Sector 57,single
6287,S,Independent/Builder Floor,3.0,3,2.0,11073.0,Semi-furnished,0-1,2.0,4.0,1490.0,1.65,Sushant Lok Phase 3,single
6288,S,Residential Apartment,3.0,3,4.0,11899.0,Unfurnished,0-1,10.0,30.0,2018.0,2.4,Sector 74,single
6289,S,Residential Apartment,2.0,2,4.0,11657.0,Unfurnished,0-1,14.0,30.0,1400.0,1.63,Sector 74,single
6290,S,Independent/Builder Floor,4.0,4,0.0,11944.0,Furnished,5-10,0.0,2.0,2000.0,2.15,Sector 50,single
6291,S,Residential Apartment,2.0,2,4.0,11500.0,Unfurnished,0-1,14.0,30.0,1400.0,1.61,Sector 74,single
6293,S,Residential Apartment,3.0,2,4.0,10742.0,Furnished,10+,0.0,19.0,1629.0,1.75,Nirvana Country,single
6294,S,Residential Apartment,3.0,2,4.0,10435.0,Furnished,10+,0.0,19.0,1629.0,1.7,Nirvana Country,single
6295,S,Residential Apartment,2.0,2,2.0,11481.0,Furnished,10+,5.0,19.0,1418.0,1.55,Nirvana Country,single
6296,S,Residential Apartment,2.0,2,4.0,11071.0,Furnished,10+,4.0,19.0,1418.0,1.57,Nirvana Country,single
6297,S,Residential Apartment,2.0,2,2.0,18236.0,,1-5,6.0,32.0,1508.0,2.75,Sector 62,single
6298,S,Independent House/Villa,3.0,5,4.0,22142.0,Semi-furnished,10+,3.0,3.0,3222.0,7.75,Sector 48,multi
6299,S,Residential Apartment,4.0,6,4.0,12066.0,Semi-furnished,1-5,14.0,28.0,4848.0,5.85,Sector 112,single
6301,S,Residential Apartment,4.0,5,4.0,20569.0,Semi-furnished,5-10,2.0,14.0,3160.0,6.5,Sector 53,single
6302,S,Independent/Builder Floor,2.0,2,2.0,10117.0,Semi-furnished,Under Construction,2.0,4.0,808.0,0.8175,Sector 92,single
6303,S,Independent/Builder Floor,4.0,4,2.0,17777.0,Furnished,0-1,2.0,4.0,4500.0,8.0,Sector 26,single
6304,S,Residential Apartment,3.0,3,3.0,17995.0,,Under Construction,17.0,33.0,2295.0,4.13,Sector 59,single
6305,S,Residential Apartment,3.0,3,3.0,14527.0,Semi-furnished,Under Construction,8.0,15.0,2595.0,3.77,Sector 59,single
6306,S,Residential Apartment,3.0,3,3.0,12956.0,Semi-furnished,Under Construction,8.0,29.0,1806.0,2.34,Sector 113 Gurgaon ,single
6307,S,Residential Apartment,3.0,3,3.0,16259.0,Furnished,1-5,11.0,40.0,3844.0,6.25,Sector 65,single
6308,S,Residential Apartment,3.0,4,4.0,8333.0,Semi-furnished,10+,6.0,12.0,2400.0,2.0,Sector 47,single
6310,S,Residential Apartment,3.0,3,3.0,7105.0,Semi-furnished,1-5,12.0,24.0,1900.0,1.35,Sector 106,single
6311,S,Residential Apartment,3.0,3,3.0,8238.0,Semi-furnished,1-5,5.0,24.0,1760.0,1.45,Sector 106,single
6312,S,Residential Apartment,2.0,2,2.0,7725.0,Semi-furnished,1-5,9.0,24.0,1385.0,1.07,Sector 106,single
6313,S,Independent/Builder Floor,2.0,2,2.0,5000.000000000001,Semi-furnished,1-5,0.0,2.0,1620.0,0.81,Sector 82,single
6314,S,Residential Apartment,4.0,4,4.0,7430.0,Semi-furnished,1-5,7.0,24.0,2355.0,1.75,Sector 106,single
6315,S,Residential Apartment,3.0,4,4.0,11278.0,Unfurnished,1-5,8.0,29.0,2660.0,3.0,Sector 81,single
6316,S,Residential Apartment,3.0,3,3.0,10504.0,Semi-furnished,1-5,3.0,17.0,2142.0,2.25,Sector 110 A,single
6317,S,Residential Apartment,3.0,3,3.0,9907.0,Semi-furnished,1-5,3.0,17.0,1615.0,1.6,Sector 110 A,single
6318,S,Residential Apartment,4.0,4,3.0,7705.0,Semi-furnished,10+,10.0,13.0,2920.0,2.25,Sector 51,single
6319,S,Residential Apartment,2.0,2,2.0,18181.0,Semi-furnished,5-10,3.0,32.0,1380.0,1.6,Sector 61,single
6320,S,Residential Apartment,2.0,2,2.0,15750.0,Furnished,1-5,3.0,12.0,1365.0,2.15,Sector 60,single
6321,S,Residential Apartment,2.0,2,2.0,16176.0,Semi-furnished,1-5,6.0,13.0,1020.0,1.65,Sector 65,single
6322,S,Residential Apartment,2.0,2,3.0,10600.0,Unfurnished,0-1,24.0,30.0,1415.0,1.5,Sector 74,single
6323,S,Residential Apartment,2.0,2,3.0,11735.0,Unfurnished,0-1,21.0,30.0,1406.0,1.65,Sector 74,single
6324,S,Residential Apartment,3.0,3,3.0,11716.0,Unfurnished,0-1,29.0,30.0,2074.0,2.43,Sector 74,single
6325,S,Independent/Builder Floor,4.0,4,2.0,13636.0,Semi-furnished,0-1,1.0,4.0,2200.0,3.0,South City 1,single
6326,S,Residential Apartment,3.0,3,3.0,10500.0,Semi-furnished,10+,8.0,10.0,2000.0,2.1,Sector 56,single
6327,S,Residential Apartment,3.0,3,3.0,9166.0,Semi-furnished,10+,3.0,8.0,1800.0,1.65,Sector 56,single
6328,S,Residential Apartment,2.0,2,3.0,11516.0,Unfurnished,0-1,12.0,30.0,1424.0,1.64,Sector 74,single
6329,S,Residential Apartment,2.0,2,4.0,11877.0,Unfurnished,0-1,13.0,30.0,1406.0,1.67,Sector 74,single
6330,S,Residential Apartment,2.0,2,3.0,11802.0,Unfurnished,0-1,26.0,30.0,1415.0,1.67,Sector 74,single
6331,S,Independent House/Villa,4.0,4,2.0,9777.0,Semi-furnished,0-1,4.0,4.0,2250.0,2.2,Sector 67A,multi
6332,S,Independent/Builder Floor,3.0,3,2.0,12444.0,Semi-furnished,0-1,3.0,4.0,1567.0,1.95,South City 2,single
6333,S,Residential Apartment,3.0,4,2.0,8223.0,Semi-furnished,1-5,6.0,14.0,1970.0,1.62,Sector 99,single
6334,S,Independent/Builder Floor,3.0,3,2.0,10619.0,Semi-furnished,0-1,4.0,4.0,1742.0,1.85,Sector 48,single
6335,S,Independent/Builder Floor,3.0,3,2.0,12000.0,Semi-furnished,0-1,1.0,4.0,1500.0,1.8,Sushant Lok 3 Extension,single
6336,S,Residential Apartment,2.0,2,3.0,13600.0,Semi-furnished,Under Construction,14.0,34.0,1250.0,1.7,Sector 65,single
6337,S,Residential Apartment,3.0,2,2.0,12000.0,Furnished,0-1,8.0,21.0,2215.0,2.58,Sector 111,single
6338,S,Residential Apartment,3.0,3,2.0,14000.0,Furnished,0-1,4.0,21.0,2100.0,2.99,Sector 111,single
6339,S,Residential Apartment,3.0,2,3.0,16000.0,Furnished,0-1,5.0,21.0,1810.0,2.93,Sector 111,single
6340,S,Residential Apartment,4.0,5,2.0,17931.03448275862,Semi-furnished,1-5,14.0,17.0,3625.0,6.5,Sector 66,single
6341,S,Independent/Builder Floor,3.0,3,3.0,10000.0,Furnished,10+,1.0,2.0,1550.0,1.55,Malibu Town,single
6342,S,Independent/Builder Floor,3.0,4,3.0,12222.0,Furnished,1-5,1.0,4.0,1800.0,2.2,South City 2,single
6343,S,Residential Apartment,3.0,3,3.0,10632.0,Unfurnished,Under Construction,4.0,4.0,1672.0,1.78,Sector 76,single
6344,S,Residential Apartment,3.0,3,3.0,10795.0,Unfurnished,Under Construction,4.0,4.0,1371.0,1.48,Sector 76,single
6345,S,Independent/Builder Floor,3.0,3,2.0,23039.0,Semi-furnished,Under Construction,1.0,4.0,1470.0,2.35,Sector 63A,single
6346,S,Residential Apartment,4.0,4,1.0,22866.0,Semi-furnished,1-5,9.0,27.0,4480.0,7.1,Sector 62,single
6347,S,Residential Apartment,4.0,4,3.0,25851.0,Semi-furnished,1-5,18.0,39.0,2800.0,4.4,Sector 60,single
6348,S,Residential Apartment,2.0,2,2.0,15912.0,Semi-furnished,0-1,11.0,32.0,1508.0,2.4,Sector 62,single
6349,S,Residential Apartment,3.0,3,4.0,6451.0,Unfurnished,0-1,6.0,20.0,1550.0,1.0,Sector 99A,single
6350,S,Independent/Builder Floor,3.0,3,2.0,15277.0,Semi-furnished,0-1,3.0,3.0,1800.0,2.75,DLF Phase 2,single
6351,S,Independent/Builder Floor,3.0,3,2.0,15133.0,Semi-furnished,0-1,3.0,3.0,1500.0,2.27,DLF Phase 2,single
6352,S,Residential Apartment,3.0,3,2.0,18524.0,Semi-furnished,1-5,10.0,30.0,3023.0,5.6,Sector 59,single
6353,S,Independent/Builder Floor,3.0,3,2.0,10159.965412883701,Semi-furnished,0-1,4.0,4.0,2313.0,2.35,Sector 57,single
